customer_id,segment_key,risk_key,monthly_income,annual_income,total_monthly_expense,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,disposable_income,expense_to_income_ratio,monthly_savings,savings_balance,savings_rate,emergency_fund_status,net_savings_capacity,savings_behavior_tier,credit_card_debt,personal_loan,education_loan,vehicle_loan,mortgage,total_debt,debt_to_income_ratio,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category,debt_risk_tier,total_transactions,total_transaction_amount,avg_transaction_amount,total_products,active_products,r_score,f_score,m_score,rfm_score_code,rfm_composite_score,rfm_segment,financial_health_score
CUST-05034,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,5114.08,61368.96,3436.65,1278.49,657.98,310.5,222.99,395.51,320.96,250.22,1677.43,0.672,953.26,14338.36,0.1864,Partially Funded,724.17,Healthy Saver,8779.42,0.0,0.0,23051.65,125193.76,157024.83,0.3685,650,Occasional Late,3,0.54,High Risk,Critical Risk,3,1320.46,440.15,1,1,4,2,2,422,2.67,New Customers,64.66
CUST-04733,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,6203.52,74442.24,4624.39,1737.95,845.44,553.31,407.34,534.8,408.74,136.81,1579.13,0.7454,720.98,11870.73,0.1162,Low,858.15,Moderate Saver,11642.51,0.0,0.0,0.0,0.0,11642.51,0.0225,673,On-Time,1,0.25,Medium Risk,High Risk,3,1489.21,496.4,4,3,4,2,3,423,3.0,New Customers,73.82
CUST-07986,SEG_STRONG,RISK_MEDIUM_RISK_LOW_RISK,10702.77,128433.24,6639.59,2632.6,1433.38,814.87,385.4,418.53,582.7,372.11,4063.18,0.6204,2271.65,81451.58,0.2122,Fully Funded,1791.53,Excellent Saver,0.0,0.0,0.0,0.0,129069.39,129069.39,0.1447,748,On-Time,0,0.45,Medium Risk,Low Risk,4,631.99,158.0,2,1,4,2,1,421,2.33,New Customers,91.75
CUST-13651,SEG_DEBT_BURDENED,RISK_MEDIUM_RISK_MODERATE_RISK,6677.08,80124.96,4477.03,1290.6,924.76,663.3,234.29,579.73,447.91,336.44,2200.05,0.6705,1590.14,136401.85,0.2381,Fully Funded,609.91,Excellent Saver,2902.35,13018.09,0.0,0.0,133705.77,149626.21,0.2689,681,On-Time,0,0.48,Medium Risk,Moderate Risk,4,759.56,189.89,4,3,4,2,2,422,2.67,New Customers,85.6
CUST-03190,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,6411.7,76940.4,4507.56,1594.29,1102.35,396.22,366.65,456.41,448.41,143.23,1904.14,0.703,1586.2,60666.61,0.2474,Fully Funded,317.94,Excellent Saver,0.0,0.0,27904.05,0.0,0.0,27904.05,0.0522,658,Occasional Late,2,0.82,High Risk,High Risk,4,2176.08,544.02,1,1,4,2,4,424,3.33,New Customers,79.97
CUST-04434,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3802.88,45634.56,3035.93,1337.65,641.38,285.55,154.64,178.52,249.24,188.95,766.95,0.7983,624.02,17423.85,0.1641,Partially Funded,142.93,Healthy Saver,5510.25,0.0,0.0,0.0,0.0,5510.25,0.0174,721,On-Time,0,0.38,Medium Risk,Moderate Risk,4,2535.72,633.93,1,1,4,3,4,434,3.67,Potential Loyalists,88.32
CUST-01572,SEG_STRONG,RISK_MEDIUM_RISK_LOW_RISK,7529.2,90350.4,5315.03,1695.81,1266.77,691.96,312.06,706.72,366.47,275.24,2214.17,0.7059,1398.6,41093.58,0.1858,Fully Funded,815.57,Healthy Saver,12760.03,12125.94,0.0,0.0,0.0,24885.97,0.0397,746,On-Time,0,0.3,Medium Risk,Low Risk,4,3424.1,856.02,1,1,4,3,5,435,4.0,Potential Loyalists,92.15
CUST-09613,SEG_SAVERS,RISK_MEDIUM_RISK_LOW_RISK,4959.65,59515.8,3428.4,1412.96,641.65,332.16,283.88,217.55,345.15,195.05,1531.25,0.6913,1121.89,37043.44,0.2262,Fully Funded,409.36,Excellent Saver,7988.29,0.0,0.0,24882.6,0.0,32870.89,0.0795,748,On-Time,0,0.27,Medium Risk,Low Risk,5,850.86,170.17,1,1,4,3,2,432,3.0,Potential Loyalists,93.38
CUST-11073,SEG_CREDIT_RISK,RISK_HIGH_RISK_CRITICAL_RISK,6868.18,82418.16,5332.78,1771.91,1207.96,581.48,462.57,697.99,432.33,178.54,1535.4,0.7764,1167.47,17289.32,0.17,Partially Funded,367.93,Healthy Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664,Frequently Late,4,0.78,High Risk,Critical Risk,5,911.16,182.23,3,2,4,3,2,432,3.0,Potential Loyalists,67.05
CUST-13741,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,10246.41,122956.92,6663.47,2459.31,1232.62,733.24,456.03,788.32,735.25,258.7,3582.94,0.6503,2555.88,48342.62,0.2494,Fully Funded,1027.06,Excellent Saver,2535.3,0.0,17565.13,0.0,0.0,20100.43,0.0235,705,Occasional Late,0,0.38,Medium Risk,Moderate Risk,5,1255.21,251.04,1,1,4,3,2,432,3.0,Potential Loyalists,92.82
CUST-06637,SEG_DEBT_BURDENED,RISK_MEDIUM_RISK_MODERATE_RISK,10933.08,131196.96,8724.4,4051.51,1452.44,730.66,765.12,649.41,737.24,338.02,2208.68,0.798,1650.66,153111.67,0.151,Fully Funded,558.02,Healthy Saver,16072.67,0.0,40475.08,0.0,0.0,56547.75,0.0621,708,On-Time,0,0.3,Medium Risk,Moderate Risk,5,1465.03,293.01,2,2,4,3,3,433,3.33,Potential Loyalists,84.64
CUST-10710,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3752.98,45035.76,3032.45,1018.77,664.37,377.22,166.8,389.01,216.76,199.52,720.53,0.808,476.89,11575.84,0.1271,Partially Funded,243.64,Moderate Saver,618.31,16124.26,0.0,0.0,0.0,16742.57,0.0535,730,On-Time,0,0.3,Medium Risk,Moderate Risk,5,1577.07,315.41,2,2,4,3,3,433,3.33,Potential Loyalists,82.27
CUST-07753,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,1557.5,18690.0,1230.14,496.5,202.65,161.64,62.31,162.91,79.53,64.6,327.36,0.7898,249.78,17943.81,0.1604,Fully Funded,77.58,Healthy Saver,1322.27,0.0,0.0,0.0,0.0,1322.27,0.0102,720,On-Time,0,0.25,Medium Risk,Moderate Risk,5,1655.43,331.09,2,2,4,3,3,433,3.33,Potential Loyalists,87.9
CUST-09514,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,8241.18,98894.16,5187.65,1787.79,1210.84,473.88,374.62,599.02,528.06,213.44,3053.53,0.6295,2304.23,83206.09,0.2796,Fully Funded,749.3,Excellent Saver,2662.7,0.0,16457.26,0.0,0.0,19119.96,0.0278,688,On-Time,1,0.25,Medium Risk,High Risk,5,2714.81,542.96,2,2,4,3,4,434,3.67,Potential Loyalists,86.94
CUST-04427,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,7658.1,91897.2,5253.47,1989.35,1240.94,743.65,275.4,408.39,375.78,219.96,2404.63,0.686,1046.79,13985.23,0.1367,Low,1357.84,Moderate Saver,5740.05,0.0,0.0,0.0,0.0,5740.05,0.009,793,On-Time,0,0.17,Low Risk,Low Risk,6,1818.09,303.02,1,1,4,4,3,443,3.67,Loyal Customers,87.69
CUST-10257,SEG_DEBT_BURDENED,RISK_MEDIUM_RISK_HIGH_RISK,6832.51,81990.12,5408.79,2023.61,939.58,663.57,438.81,535.32,477.77,330.13,1423.72,0.7916,781.24,17637.55,0.1143,Partially Funded,642.48,Moderate Saver,1450.47,0.0,0.0,0.0,127636.04,129086.51,0.2267,713,On-Time,1,0.26,Medium Risk,High Risk,6,1948.12,324.69,3,3,4,4,3,443,3.67,Loyal Customers,70.25
CUST-11729,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,7393.36,88720.32,5813.15,2343.44,1228.66,680.47,289.63,492.71,410.46,367.78,1580.21,0.7863,1116.84,51567.97,0.1511,Fully Funded,463.37,Healthy Saver,6659.1,0.0,0.0,0.0,0.0,6659.1,0.0108,699,On-Time,0,0.47,Medium Risk,Moderate Risk,6,2752.95,458.82,3,3,4,4,4,444,4.0,Champions,85.53
CUST-02718,SEG_HIGH_SPEND,RISK_HIGH_RISK_HIGH_RISK,14291.22,171494.64,11277.69,3969.92,2543.66,1372.63,986.18,649.35,976.24,779.71,3013.53,0.7891,2038.07,88419.61,0.1426,Fully Funded,975.46,Moderate Saver,0.0,12400.36,0.0,0.0,434595.56,446995.92,0.3753,607,Frequently Late,2,0.77,High Risk,High Risk,6,2812.08,468.68,2,2,4,4,4,444,4.0,Champions,60.96
CUST-03015,SEG_HIGH_SPEND,RISK_LOW_RISK_LOW_RISK,12987.17,155846.04,10352.25,4469.11,1698.73,1197.86,632.37,995.12,923.42,435.64,2634.92,0.7971,1402.01,126310.19,0.108,Fully Funded,1232.91,Moderate Saver,9831.45,0.0,0.0,30369.4,0.0,40200.85,0.0371,753,On-Time,0,0.25,Low Risk,Low Risk,7,1307.22,186.75,1,1,4,4,2,442,3.33,Potential Loyalists,80.86
CUST-01810,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,2374.0,28488.0,1813.4,646.87,410.78,215.62,79.22,188.42,132.01,140.48,560.6,0.7639,245.49,9101.65,0.1034,Partially Funded,315.11,Moderate Saver,291.52,0.0,0.0,0.0,0.0,291.52,0.0015,752,On-Time,0,0.2,Low Risk,Low Risk,7,1697.93,242.56,1,1,4,4,3,443,3.67,Loyal Customers,81.02
CUST-07899,SEG_STRONG,RISK_MEDIUM_RISK_LOW_RISK,7874.82,94497.84,5982.93,2308.39,1152.01,610.13,361.88,821.22,543.85,185.45,1891.89,0.7598,1599.39,44198.08,0.2031,Fully Funded,292.5,Excellent Saver,0.0,0.0,0.0,20153.41,0.0,20153.41,0.0307,749,On-Time,0,0.5,Medium Risk,Low Risk,7,1946.49,278.07,2,2,4,4,3,443,3.67,Loyal Customers,94.64
CUST-06698,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,3997.29,47967.48,3106.88,1172.38,666.56,314.21,171.11,342.61,218.54,221.47,890.41,0.7772,643.75,11244.19,0.161,Partially Funded,246.66,Healthy Saver,4174.31,21039.87,0.0,34839.09,0.0,60053.27,0.1803,666,Frequently Late,4,0.56,High Risk,Critical Risk,7,2411.92,344.56,3,2,4,5,4,454,4.33,Champions,61.28
CUST-06059,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,6049.36,72592.32,4087.54,1489.37,866.64,367.92,210.73,429.2,414.21,309.47,1961.82,0.6757,1604.84,111226.07,0.2653,Fully Funded,356.98,Excellent Saver,0.0,0.0,0.0,0.0,327878.01,327878.01,0.6504,648,Frequently Late,3,0.62,High Risk,Critical Risk,7,3111.74,444.53,1,1,4,5,5,455,4.67,Champions,59.56
CUST-07800,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,3632.58,43590.96,2679.99,1190.33,465.1,370.84,148.4,179.12,202.42,123.78,952.59,0.7378,424.0,14712.14,0.1167,Partially Funded,528.59,Moderate Saver,0.0,0.0,0.0,0.0,185355.52,185355.52,0.6123,505,Frequently Late,11,0.92,Very High Risk,Critical Risk,7,3243.88,463.41,3,2,4,5,5,455,4.67,Champions,36.52
CUST-07833,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3521.33,42255.96,2590.03,1095.75,425.17,252.14,132.73,275.92,243.28,165.04,931.3,0.7355,417.67,45396.39,0.1186,Fully Funded,513.63,Moderate Saver,6160.53,0.0,0.0,0.0,0.0,6160.53,0.021,680,Occasional Late,0,0.21,Medium Risk,Moderate Risk,7,3980.17,568.6,4,4,4,5,5,455,4.67,Champions,79.54
CUST-11109,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3421.63,41059.56,2783.53,1344.33,434.83,214.74,133.7,281.47,231.01,143.45,638.1,0.8135,531.52,39276.33,0.1553,Fully Funded,106.58,Healthy Saver,2527.45,0.0,0.0,0.0,0.0,2527.45,0.0089,673,On-Time,0,0.39,Medium Risk,Moderate Risk,7,4895.75,699.39,2,1,4,5,5,455,4.67,Champions,85.03
CUST-04268,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,6582.4,78988.8,4753.21,1712.78,1043.15,385.02,443.32,441.52,370.46,356.96,1829.19,0.7221,941.58,27037.68,0.143,Partially Funded,887.61,Moderate Saver,6454.88,8187.32,0.0,12306.9,205048.54,231997.64,0.4229,645,Occasional Late,4,0.6,High Risk,Critical Risk,8,1203.76,150.47,2,1,4,5,2,452,3.67,Potential Loyalists,51.56
CUST-01247,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_MODERATE_RISK,9114.04,109368.48,7014.57,2977.49,1245.08,726.2,302.74,901.85,582.74,278.47,2099.47,0.7696,1234.24,99316.15,0.1354,Fully Funded,865.23,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690,On-Time,0,0.21,Medium Risk,Moderate Risk,8,3256.48,407.06,3,2,4,5,5,455,4.67,Champions,83.04
CUST-14701,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,6926.81,83121.72,4757.95,1723.61,1090.65,618.74,209.03,271.32,447.98,396.62,2168.86,0.6869,1793.23,96936.62,0.2589,Fully Funded,375.63,Excellent Saver,0.0,9915.28,0.0,8819.16,0.0,18734.44,0.0325,712,On-Time,0,0.26,Medium Risk,Moderate Risk,8,3709.45,463.68,3,3,4,5,5,455,4.67,Champions,92.91
CUST-12819,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3212.56,38550.72,2338.07,736.36,495.32,276.63,169.61,292.39,179.65,188.11,874.49,0.7278,579.39,36074.88,0.1804,Fully Funded,295.1,Healthy Saver,5123.03,0.0,0.0,33145.42,0.0,38268.45,0.1429,696,Occasional Late,0,0.39,Medium Risk,Moderate Risk,10,2102.49,210.25,2,1,4,5,4,454,4.33,Champions,86.49
CUST-02332,SEG_DEBT_BURDENED,RISK_HIGH_RISK_CRITICAL_RISK,1178.96,14147.52,869.6,292.58,198.97,120.96,82.24,72.12,76.67,26.06,309.36,0.7376,157.01,9422.13,0.1332,Fully Funded,152.35,Moderate Saver,2096.53,20621.17,31721.42,33986.21,0.0,88425.33,0.9,641,Occasional Late,4,0.57,High Risk,Critical Risk,10,3635.69,363.57,2,2,4,5,5,455,4.67,Champions,37.98
CUST-14844,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,5620.12,67441.44,3728.72,1362.61,789.52,361.35,333.46,309.77,318.8,253.21,1891.4,0.6635,1112.78,65754.81,0.198,Fully Funded,778.62,Healthy Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753,On-Time,0,0.18,Low Risk,Low Risk,10,5147.06,514.71,2,2,4,5,5,455,4.67,Champions,95.29
CUST-03731,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,8040.87,96490.44,5912.72,2477.66,1200.15,473.61,265.53,685.67,530.73,279.37,2128.15,0.7353,1437.61,143636.54,0.1788,Fully Funded,690.54,Healthy Saver,0.0,0.0,18366.21,0.0,0.0,18366.21,0.0274,685,On-Time,0,0.47,Medium Risk,Moderate Risk,2,285.89,142.94,2,1,4,1,1,411,2.0,New Customers,88.64
CUST-13885,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3228.04,38736.48,2485.34,1089.12,446.94,207.92,147.62,186.97,230.14,176.63,742.7,0.7699,458.68,8893.29,0.1421,Partially Funded,284.02,Moderate Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670,On-Time,0,0.36,Medium Risk,Moderate Risk,2,2451.19,1225.59,3,3,4,1,4,414,3.0,New Customers,83.13
CUST-09663,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,1326.22,15914.64,987.41,369.04,229.39,122.09,54.04,69.24,73.51,70.1,338.81,0.7445,156.45,3215.73,0.118,Partially Funded,182.36,Moderate Saver,2414.02,0.0,0.0,0.0,0.0,2414.02,0.0218,718,Occasional Late,1,0.23,Medium Risk,High Risk,3,1278.37,426.12,2,2,4,2,2,422,2.67,New Customers,76.16
CUST-04292,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,3915.18,46982.16,2873.35,1144.26,553.42,235.8,261.14,375.38,216.29,87.06,1041.83,0.7339,764.24,52319.19,0.1952,Fully Funded,277.59,Healthy Saver,3633.18,1799.61,0.0,19695.82,227459.02,252587.63,0.7742,550,Frequently Late,10,0.72,Very High Risk,Critical Risk,3,1553.61,517.87,3,2,4,2,3,423,3.0,New Customers,46.29
CUST-06150,SEG_DEBT_BURDENED,RISK_VERY_HIGH_RISK_CRITICAL_RISK,6592.03,79104.36,5597.21,2392.64,926.71,622.03,386.52,679.43,414.89,174.99,994.82,0.8491,542.65,11532.26,0.0823,Low,452.17,Moderate Saver,3916.78,6962.29,0.0,32658.71,430885.01,474422.79,0.8636,475,Default Risk,5,0.96,Very High Risk,Critical Risk,3,1800.69,600.23,4,3,4,2,3,423,3.0,New Customers,23.71
CUST-01690,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,12110.4,145324.8,8010.6,2693.4,2099.45,1138.79,592.59,540.71,691.34,254.32,4099.8,0.6615,1656.5,74311.65,0.1368,Fully Funded,2443.3,Moderate Saver,0.0,9970.81,0.0,0.0,0.0,9970.81,0.0099,714,Occasional Late,2,0.45,Medium Risk,High Risk,4,548.33,137.08,2,2,4,2,1,421,2.33,New Customers,74.09
CUST-00137,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,3973.13,47677.56,2926.79,1050.61,567.84,405.61,205.92,329.11,272.71,94.99,1046.34,0.7366,611.63,37691.35,0.1539,Fully Funded,434.71,Healthy Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705,On-Time,0,0.3,Medium Risk,Moderate Risk,4,755.38,188.84,2,2,4,2,2,422,2.67,New Customers,86.49
CUST-01518,SEG_SAVERS,RISK_VERY_HIGH_RISK_CRITICAL_RISK,3514.67,42176.04,2364.5,1019.01,495.57,197.3,118.33,224.58,237.38,72.33,1150.17,0.6728,894.54,28916.64,0.2545,Fully Funded,255.63,Excellent Saver,1400.47,0.0,0.0,5466.05,247911.7,254778.22,0.8699,531,Default Risk,5,0.9,Very High Risk,Critical Risk,4,1402.55,350.64,1,1,4,2,3,423,3.0,New Customers,43.75
CUST-05601,SEG_CREDIT_RISK,RISK_HIGH_RISK_CRITICAL_RISK,3916.84,47002.08,2765.03,1053.77,597.83,267.49,145.16,350.62,250.71,99.45,1151.81,0.7059,688.38,24628.92,0.1757,Fully Funded,463.43,Healthy Saver,2973.94,0.0,0.0,11091.55,0.0,14065.49,0.0431,644,Occasional Late,3,0.71,High Risk,Critical Risk,4,1810.29,452.57,1,1,4,2,3,423,3.0,New Customers,70.91
CUST-02899,SEG_SAVERS,RISK_MEDIUM_RISK_MODERATE_RISK,2079.82,24957.84,1276.73,461.23,308.23,126.19,68.38,74.82,125.57,112.31,803.09,0.6139,552.99,28205.45,0.2659,Fully Funded,250.1,Excellent Saver,178.55,20968.58,10285.87,0.0,0.0,31433.0,0.1814,695,On-Time,0,0.31,Medium Risk,Moderate Risk,4,2124.51,531.13,1,1,4,2,4,424,3.33,New Customers,88.42
CUST-06255,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,4646.46,55757.52,3714.79,1330.16,790.14,447.0,205.87,477.2,298.9,165.52,931.67,0.7995,705.75,20677.41,0.1519,Partially Funded,225.92,Healthy Saver,6861.8,0.0,19603.64,0.0,0.0,26465.44,0.0683,685,On-Time,0,0.35,Medium Risk,Moderate Risk,4,2609.76,652.44,1,1,4,3,4,434,3.67,Potential Loyalists,83.58
CUST-08504,SEG_EMERGING,RISK_LOW_RISK_LOW_RISK,3603.45,43241.4,2400.52,858.43,435.37,307.6,132.73,258.1,208.52,199.77,1202.93,0.6662,601.96,14683.69,0.1671,Fully Funded,600.97,Healthy Saver,5247.31,0.0,0.0,0.0,0.0,5247.31,0.0175,763,On-Time,0,0.11,Low Risk,Low Risk,4,3146.16,786.54,2,1,4,3,5,435,4.0,Potential Loyalists,90.67
CUST-01388,SEG_HIGH_SPEND,RISK_MEDIUM_RISK_HIGH_RISK,10697.05,128364.6,8083.98,3647.89,1489.34,1013.31,564.18,436.06,646.95,286.25,2613.07,0.7557,1501.11,30463.89,0.1403,Partially Funded,1111.96,Moderate Saver,6504.63,0.0,0.0,0.0,0.0,6504.63,0.0073,690,Occasional Late,1,0.34,Medium Risk,High Risk,5,870.08,174.02,4,3,4,3,2,432,3.0,Potential Loyalists,78.59
CUST-08573,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,8973.85,107686.2,5764.82,2489.14,1191.1,593.81,366.61,387.62,538.95,197.59,3209.03,0.6424,2078.26,55536.3,0.2316,Fully Funded,1130.77,Excellent Saver,8086.67,0.0,0.0,0.0,0.0,8086.67,0.0108,682,On-Time,0,0.28,Medium Risk,Moderate Risk,5,906.17,181.23,3,2,4,3,2,432,3.0,Potential Loyalists,92.09
CUST-00782,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,2223.41,26680.92,1635.13,708.0,288.15,202.9,80.88,160.24,110.18,84.78,588.28,0.7354,375.88,16073.41,0.1691,Fully Funded,212.4,Healthy Saver,2543.62,11294.09,0.0,14791.37,0.0,28629.08,0.1545,691,On-Time,0,0.47,Medium Risk,Moderate Risk,5,1088.18,217.64,3,2,4,3,2,432,3.0,Potential Loyalists,84.28
CUST-00474,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,4585.41,55024.92,3453.03,1433.7,590.24,394.34,281.76,406.87,239.9,106.22,1132.38,0.753,710.23,12712.46,0.1549,Partially Funded,422.15,Healthy Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738,On-Time,1,0.2,Medium Risk,High Risk,5,1137.75,227.55,2,2,4,3,2,432,3.0,Potential Loyalists,83.14
CUST-06242,SEG_SAVERS,RISK_MEDIUM_RISK_MODERATE_RISK,1510.42,18125.04,1059.32,378.28,249.12,155.27,53.59,90.39,93.96,38.71,451.1,0.7013,318.24,24139.27,0.2107,Fully Funded,132.86,Excellent Saver,2538.68,0.0,26540.3,0.0,0.0,29078.98,0.231,739,Occasional Late,0,0.33,Medium Risk,Moderate Risk,5,2890.52,578.1,3,2,4,3,4,434,3.67,Potential Loyalists,89.18
CUST-06634,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,10553.75,126645.0,7347.32,2575.14,1597.01,924.99,545.87,672.42,637.2,394.69,3206.43,0.6962,2005.05,43524.22,0.19,Partially Funded,1201.38,Healthy Saver,6907.76,0.0,0.0,19450.89,0.0,26358.65,0.03,670,On-Time,0,0.47,Medium Risk,Moderate Risk,5,3946.24,789.25,3,3,4,4,5,445,4.33,Champions,89.57
CUST-08204,SEG_STRONG,RISK_MEDIUM_RISK_LOW_RISK,6158.08,73896.96,4287.43,1980.54,748.91,539.83,256.79,220.84,316.23,224.29,1870.65,0.6962,1157.98,99363.54,0.188,Fully Funded,712.67,Healthy Saver,10255.56,15840.24,0.0,0.0,0.0,26095.8,0.0509,749,On-Time,0,0.5,Medium Risk,Low Risk,5,6319.41,1263.88,2,1,4,4,5,445,4.33,Champions,92.34
CUST-12911,SEG_EMERGING,RISK_MEDIUM_RISK_LOW_RISK,4457.08,53484.96,3707.52,1526.34,677.45,348.8,300.09,441.98,232.14,180.72,749.56,0.8318,448.43,12273.2,0.1006,Partially Funded,301.13,Moderate Saver,0.0,0.0,0.0,28382.87,0.0,28382.87,0.0764,742,On-Time,0,0.43,Medium Risk,Low Risk,6,692.13,115.36,4,2,4,4,1,441,3.0,Potential Loyalists,78.27
CUST-01622,SEG_EMERGING,RISK_MEDIUM_RISK_LOW_RISK,3827.45,45929.4,2663.25,786.76,545.66,275.53,260.64,331.63,253.91,209.12,1164.2,0.6958,714.45,57557.02,0.1867,Fully Funded,449.75,Healthy Saver,3492.39,0.0,0.0,24279.32,0.0,27771.71,0.0871,744,Occasional Late,0,0.49,Medium Risk,Low Risk,6,853.08,142.18,3,2,4,4,2,442,3.33,Potential Loyalists,91.01
CUST-09577,SEG_STRONG,RISK_LOW_RISK_LOW_RISK,8730.4,104764.8,5402.17,1655.98,1049.68,644.66,505.26,764.79,420.42,361.38,3328.23,0.6188,1679.37,81642.88,0.1924,Fully Funded,1648.86,Healthy Saver,0.0,0.0,0.0,4335.26,0.0,4335.26,0.006,777,On-Time,0,0.1,Low Risk,Low Risk,6,979.86,163.31,2,2,4,4,2,442,3.33,Potential Loyalists,95.39
CUST-10440,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,8772.73,105272.76,6629.47,3016.92,1084.81,635.41,340.3,538.32,575.16,438.55,2143.26,0.7557,1446.94,90422.02,0.1649,Fully Funded,696.32,Healthy Saver,11460.04,6051.09,0.0,0.0,0.0,17511.13,0.024,687,On-Time,0,0.45,Medium Risk,Moderate Risk,6,1114.87,185.81,1,1,4,4,2,442,3.33,Potential Loyalists,86.73
CUST-12768,SEG_EMERGING,RISK_MEDIUM_RISK_MODERATE_RISK,4169.38,50032.56,2924.57,1186.07,645.75,247.95,222.36,268.13,231.11,123.2,1244.81,0.7014,522.57,34956.86,0.1253,Fully Funded,722.24,Moderate Saver,1309.68,0.0,0.0,0.0,0.0,1309.68,0.0038,739,Occasional Late,0,0.48,Medium Risk,Moderate Risk,6,1401.37,233.56,3,2,4,4,3,443,3.67,Loyal Customers,83.65
CUST-13526,SEG_STRONG,RISK_LOW_RISK_LOW_RISK,7255.01,87060.12,4850.37,2020.24,896.27,570.66,350.17,256.45,494.97,261.61,2404.64,0.6686,1670.3,51101.82,0.2302,Fully Funded,734.34,Excellent Saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752,On-Time,0,0.12,Low Risk,Low Risk,6,1765.4,294.23,2,2,4,4,3,443,3.67,Loyal Customers,95.55
CUST-00659,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,3974.49,47693.88,3286.31,1278.41,574.9,269.48,267.89,413.35,266.89,215.39,688.18,0.8269,485.73,26571.54,0.1222,Fully Funded,202.45,Moderate Saver,2980.45,0.0,0.0,0.0,0.0,2980.45,0.009,725,Occasional Late,1,0.22,Medium Risk,High Risk,6,1856.33,309.39,2,1,4,4,3,443,3.67,Loyal Customers,77.42
CUST-02226,SEG_EMERGING,RISK_HIGH_RISK_HIGH_RISK,4668.53,56022.36,3730.79,1381.54,781.37,333.08,299.91,382.1,301.08,251.71,937.74,0.7991,490.91,27590.48,0.1052,Fully Funded,446.83,Moderate Saver,6204.3,0.0,0.0,10354.74,0.0,16559.04,0.0426,651,Frequently Late,1,0.68,High Risk,High Risk,6,2084.64,347.44,1,1,4,4,4,444,4.0,Champions,70.67
CUST-12181,SEG_EMERGING,RISK_MEDIUM_RISK_HIGH_RISK,2769.9,33238.8,2124.48,725.03,438.07,248.44,129.38,285.63,177.19,120.74,645.42,0.767,335.81,20809.68,0.1212,Fully Funded,309.61,Moderate Saver,3201.86,16384.98,0.0,0.0,0.0,19586.84,0.0849,717,Occasional Late,1,0.4,Medium Risk,High Risk,6,2567.29,427.88,2,2,4,4,4,444,4.0,Champions,75.01
