income_id,customer_id,monthly_income,annual_income,income_source,income_stability
INC-10928,CUST-10928,8013.69,96164.28,Business,Low
INC-10929,CUST-10929,3650.3,43803.6,Salary,Medium
INC-10930,CUST-10930,2906.69,34880.28,Business,Medium
INC-10931,CUST-10931,1409.73,16916.76,Government Support,Low
INC-10932,CUST-10932,6821.73,81860.76,Salary,High
INC-10933,CUST-10933,7960.64,95527.68,Salary,High
INC-10934,CUST-10934,1245.08,14940.96,Government Support,Low
INC-10935,CUST-10935,5027.22,60326.64,Salary,Medium
INC-10936,CUST-10936,4154.57,49854.84,Investment,High
INC-10937,CUST-10937,7004.83,84057.96,Salary,High
INC-10938,CUST-10938,5451.84,65422.08,Business,Low
INC-10939,CUST-10939,4620.73,55448.76,Salary,Medium
INC-10940,CUST-10940,4162.4,49948.8,Salary,High
INC-10941,CUST-10941,4379.29,52551.48,Salary,High
INC-10942,CUST-10942,5790.12,69481.44,Business,Medium
INC-10943,CUST-10943,9312.96,111755.52,Salary,High
INC-10944,CUST-10944,968.34,11620.08,Government Support,Low
INC-10945,CUST-10945,12762.92,153155.04,Salary,High
INC-10946,CUST-10946,3643.04,43716.48,Salary,High
INC-10947,CUST-10947,1702.54,20430.48,Government Support,Low
INC-10948,CUST-10948,3386.82,40641.84,Salary,Medium
INC-10949,CUST-10949,9380.89,112570.68,Salary,High
INC-10950,CUST-10950,6721.52,80658.24,Salary,High
INC-10951,CUST-10951,11178.1,134137.2,Business,Medium
INC-10952,CUST-10952,8722.79,104673.48,Salary,High
INC-10953,CUST-10953,3062.91,36754.92,Pension/Government,High
INC-10954,CUST-10954,3808.33,45699.96,Salary,High
INC-10955,CUST-10955,3541.85,42502.2,Business,Low
INC-10956,CUST-10956,3009.14,36109.68,Salary,Medium
INC-10957,CUST-10957,5302.03,63624.36,Business,Medium
INC-10958,CUST-10958,7471.25,89655.0,Salary,High
INC-10959,CUST-10959,5925.33,71103.96,Salary,High
INC-10960,CUST-10960,8182.55,98190.6,Salary,High
INC-10961,CUST-10961,3392.69,40712.28,Salary,High
INC-10962,CUST-10962,4992.37,59908.44,Salary,Medium
INC-10963,CUST-10963,8919.04,107028.48,Salary,Medium
INC-10964,CUST-10964,5220.51,62646.12,Salary,High
INC-10965,CUST-10965,4117.15,49405.8,Pension/Government,High
INC-10966,CUST-10966,2961.34,35536.08,Salary,Medium
INC-10967,CUST-10967,8938.66,107263.92,Salary,High
INC-10968,CUST-10968,3049.26,36591.12,Salary,High
INC-10969,CUST-10969,6513.78,78165.36,Salary,High
INC-10970,CUST-10970,5303.35,63640.2,Salary,Medium
INC-10971,CUST-10971,5107.52,61290.24,Pension/Government,High
INC-10972,CUST-10972,7103.32,85239.84,Business,Medium
INC-10973,CUST-10973,8674.53,104094.36,Salary,Medium
INC-10974,CUST-10974,12359.05,148308.6,Business,Medium
INC-10975,CUST-10975,6459.13,77509.56,Salary,High
INC-10976,CUST-10976,2979.51,35754.12,Salary,High
INC-10977,CUST-10977,6365.59,76387.08,Salary,High
INC-10978,CUST-10978,2663.51,31962.12,Freelance,Low
INC-10979,CUST-10979,10024.67,120296.04,Salary,High
INC-10980,CUST-10980,8959.7,107516.4,Salary,High
INC-10981,CUST-10981,6159.37,73912.44,Freelance,Medium
INC-10982,CUST-10982,5984.83,71817.96,Salary,High
INC-10983,CUST-10983,6775.69,81308.28,Salary,High
INC-10984,CUST-10984,5281.47,63377.64,Salary,High
INC-10985,CUST-10985,6947.22,83366.64,Salary,High
INC-10986,CUST-10986,5685.07,68220.84,Pension/Government,High
INC-10987,CUST-10987,6504.59,78055.08,Salary,High
INC-10988,CUST-10988,4790.71,57488.52,Salary,High
INC-10989,CUST-10989,993.19,11918.28,Government Support,Low
INC-10990,CUST-10990,6689.6,80275.2,Salary,High
INC-10991,CUST-10991,10794.77,129537.24,Salary,High
INC-10992,CUST-10992,4593.56,55122.72,Salary,High
INC-10993,CUST-10993,8449.21,101390.52,Salary,High
INC-10994,CUST-10994,4790.78,57489.36,Freelance,Low
INC-10995,CUST-10995,6820.67,81848.04,Business,Medium
INC-10996,CUST-10996,6772.64,81271.68,Pension/Government,High
INC-10997,CUST-10997,5003.16,60037.92,Salary,High
INC-10998,CUST-10998,8239.03,98868.36,Pension/Government,High
INC-10999,CUST-10999,9276.61,111319.32,Salary,High
INC-11000,CUST-11000,10012.43,120149.16,Salary,High
INC-11001,CUST-11001,9110.79,109329.48,Pension/Government,High
INC-11002,CUST-11002,5276.69,63320.28,Salary,Medium
INC-11003,CUST-11003,7270.27,87243.24,Salary,High
INC-11004,CUST-11004,12175.05,146100.6,Salary,High
INC-11005,CUST-11005,8744.72,104936.64,Salary,Medium
INC-11006,CUST-11006,4698.65,56383.8,Salary,Medium
INC-11007,CUST-11007,3460.4,41524.8,Salary,High
INC-11008,CUST-11008,8834.94,106019.28,Salary,High
INC-11009,CUST-11009,3934.39,47212.68,Salary,High
INC-11010,CUST-11010,1954.81,23457.72,Government Support,Medium
INC-11011,CUST-11011,4326.62,51919.44,Salary,Medium
INC-11012,CUST-11012,7179.52,86154.24,Business,Medium
INC-11013,CUST-11013,4395.09,52741.08,Investment,High
INC-11014,CUST-11014,6104.69,73256.28,Salary,Medium
INC-11015,CUST-11015,1443.74,17324.88,Freelance,Low
INC-11016,CUST-11016,4075.38,48904.56,Salary,Medium
INC-11017,CUST-11017,696.57,8358.84,Government Support,Low
INC-11018,CUST-11018,4242.09,50905.08,Salary,High
INC-11019,CUST-11019,5000.02,60000.24,Salary,High
INC-11020,CUST-11020,8771.93,105263.16,Investment,High
INC-11021,CUST-11021,1430.27,17163.24,Government Support,Low
INC-11022,CUST-11022,4693.18,56318.16,Salary,High
INC-11023,CUST-11023,5792.53,69510.36,Salary,High
INC-11024,CUST-11024,6621.43,79457.16,Salary,Medium
INC-11025,CUST-11025,5415.54,64986.48,Salary,High
INC-11026,CUST-11026,3903.37,46840.44,Salary,High
INC-11027,CUST-11027,8536.0,102432.0,Business,Medium
INC-11028,CUST-11028,8787.42,105449.04,Salary,High
INC-11029,CUST-11029,14951.93,179423.16,Salary,High
INC-11030,CUST-11030,6047.86,72574.32,Pension/Government,High
INC-11031,CUST-11031,7062.12,84745.44,Salary,High
INC-11032,CUST-11032,3697.36,44368.32,Investment,High
INC-11033,CUST-11033,5851.1,70213.2,Pension/Government,High
INC-11034,CUST-11034,6343.46,76121.52,Business,Medium
INC-11035,CUST-11035,7164.03,85968.36,Salary,High
INC-11036,CUST-11036,6592.63,79111.56,Salary,Medium
INC-11037,CUST-11037,3384.54,40614.48,Salary,Medium
INC-11038,CUST-11038,8712.87,104554.44,Salary,High
INC-11039,CUST-11039,6510.87,78130.44,Salary,High
INC-11040,CUST-11040,10400.34,124804.08,Salary,High
INC-11041,CUST-11041,4570.24,54842.88,Freelance,Low
INC-11042,CUST-11042,7024.23,84290.76,Salary,High
INC-11043,CUST-11043,6521.27,78255.24,Salary,High
INC-11044,CUST-11044,5315.18,63782.16,Salary,High
INC-11045,CUST-11045,8778.23,105338.76,Salary,Medium
INC-11046,CUST-11046,4387.54,52650.48,Salary,High
INC-11047,CUST-11047,5612.58,67350.96,Salary,High
INC-11048,CUST-11048,5135.0,61620.0,Pension/Government,High
INC-11049,CUST-11049,4939.03,59268.36,Salary,High
INC-11050,CUST-11050,847.63,10171.56,Government Support,Low
INC-11051,CUST-11051,8441.87,101302.44,Investment,High
INC-11052,CUST-11052,9433.02,113196.24,Freelance,Medium
INC-11053,CUST-11053,10985.51,131826.12,Salary,High
INC-11054,CUST-11054,4394.4,52732.8,Salary,High
INC-11055,CUST-11055,8424.85,101098.2,Pension/Government,High
INC-11056,CUST-11056,4997.85,59974.2,Salary,Medium
INC-11057,CUST-11057,7032.17,84386.04,Salary,Medium
INC-11058,CUST-11058,8148.68,97784.16,Salary,High
INC-11059,CUST-11059,8040.85,96490.2,Salary,High
INC-11060,CUST-11060,4729.25,56751.0,Salary,High
INC-11061,CUST-11061,2678.92,32147.04,Salary,High
INC-11062,CUST-11062,5133.98,61607.76,Salary,High
INC-11063,CUST-11063,1554.4,18652.8,Salary,High
INC-11064,CUST-11064,6265.49,75185.88,Salary,High
INC-11065,CUST-11065,6438.01,77256.12,Pension/Government,High
INC-11066,CUST-11066,6254.43,75053.16,Salary,High
INC-11067,CUST-11067,4046.56,48558.72,Salary,Medium
INC-11068,CUST-11068,4671.16,56053.92,Salary,High
INC-11069,CUST-11069,1839.18,22070.16,Government Support,Low
INC-11070,CUST-11070,6450.0,77400.0,Investment,High
INC-11071,CUST-11071,5855.47,70265.64,Salary,Medium
INC-11072,CUST-11072,6213.5,74562.0,Salary,Medium
INC-11073,CUST-11073,6868.18,82418.16,Business,Medium
INC-11074,CUST-11074,2800.24,33602.88,Salary,Medium
INC-11075,CUST-11075,4993.52,59922.24,Salary,High
INC-11076,CUST-11076,6425.08,77100.96,Pension/Government,High
INC-11077,CUST-11077,5063.57,60762.84,Investment,High
INC-11078,CUST-11078,4597.96,55175.52,Salary,High
INC-11079,CUST-11079,3526.03,42312.36,Business,Medium
INC-11080,CUST-11080,5703.3,68439.6,Salary,High
INC-11081,CUST-11081,6967.46,83609.52,Salary,Medium
INC-11082,CUST-11082,2513.51,30162.12,Salary,High
INC-11083,CUST-11083,9215.95,110591.4,Salary,Medium
INC-11084,CUST-11084,4133.03,49596.36,Salary,High
INC-11085,CUST-11085,8533.76,102405.12,Salary,High
INC-11086,CUST-11086,3791.49,45497.88,Salary,High
INC-11087,CUST-11087,3907.86,46894.32,Freelance,Medium
INC-11088,CUST-11088,2050.54,24606.48,Salary,High
INC-11089,CUST-11089,5448.5,65382.0,Freelance,Medium
INC-11090,CUST-11090,6879.03,82548.36,Salary,High
INC-11091,CUST-11091,8960.9,107530.8,Pension/Government,High
INC-11092,CUST-11092,12557.29,150687.48,Salary,High
INC-11093,CUST-11093,4732.62,56791.44,Salary,High
INC-11094,CUST-11094,6208.92,74507.04,Salary,High
INC-11095,CUST-11095,2589.0,31068.0,Salary,High
INC-11096,CUST-11096,7050.94,84611.28,Salary,Medium
INC-11097,CUST-11097,8817.43,105809.16,Salary,Medium
INC-11098,CUST-11098,12457.52,149490.24,Investment,High
INC-11099,CUST-11099,1966.44,23597.28,Salary,High
INC-11100,CUST-11100,5183.61,62203.32,Freelance,Medium
INC-11101,CUST-11101,6124.8,73497.6,Pension/Government,High
INC-11102,CUST-11102,4582.91,54994.92,Salary,Medium
INC-11103,CUST-11103,2762.41,33148.92,Salary,High
INC-11104,CUST-11104,4885.44,58625.28,Salary,High
INC-11105,CUST-11105,3094.59,37135.08,Freelance,Low
INC-11106,CUST-11106,3411.21,40934.52,Salary,High
INC-11107,CUST-11107,7396.32,88755.84,Salary,High
INC-11108,CUST-11108,8363.85,100366.2,Investment,High
INC-11109,CUST-11109,3421.63,41059.56,Salary,Medium
INC-11110,CUST-11110,2740.28,32883.36,Salary,High
INC-11111,CUST-11111,7155.5,85866.0,Salary,Medium
INC-11112,CUST-11112,1563.15,18757.8,Government Support,Low
INC-11113,CUST-11113,3430.25,41163.0,Business,Medium
INC-11114,CUST-11114,8721.48,104657.76,Business,Medium
INC-11115,CUST-11115,5211.88,62542.56,Business,Low
INC-11116,CUST-11116,5228.12,62737.44,Pension/Government,High
INC-11117,CUST-11117,5728.87,68746.44,Salary,High
INC-11118,CUST-11118,4936.49,59237.88,Pension/Government,High
INC-11119,CUST-11119,2234.75,26817.0,Salary,High
INC-11120,CUST-11120,5053.69,60644.28,Salary,High
INC-11121,CUST-11121,6243.37,74920.44,Salary,High
INC-11122,CUST-11122,8277.37,99328.44,Salary,High
INC-11123,CUST-11123,4087.44,49049.28,Salary,High
INC-11124,CUST-11124,6099.15,73189.8,Salary,High
INC-11125,CUST-11125,3192.94,38315.28,Salary,High
INC-11126,CUST-11126,2778.94,33347.28,Salary,High
INC-11127,CUST-11127,3781.14,45373.68,Pension/Government,High
INC-11128,CUST-11128,7121.0,85452.0,Freelance,Medium
INC-11129,CUST-11129,4642.1,55705.2,Salary,High
INC-11130,CUST-11130,7140.68,85688.16,Pension/Government,High
INC-11131,CUST-11131,3563.18,42758.16,Salary,Medium
INC-11132,CUST-11132,6168.75,74025.0,Salary,High
INC-11133,CUST-11133,11216.82,134601.84,Business,Medium
INC-11134,CUST-11134,6743.59,80923.08,Freelance,Low
INC-11135,CUST-11135,7501.88,90022.56,Salary,High
INC-11136,CUST-11136,4127.07,49524.84,Business,Medium
INC-11137,CUST-11137,3597.7,43172.4,Salary,Medium
INC-11138,CUST-11138,9293.33,111519.96,Salary,Medium
INC-11139,CUST-11139,5852.68,70232.16,Salary,High
INC-11140,CUST-11140,9943.14,119317.68,Investment,High
INC-11141,CUST-11141,5289.33,63471.96,Salary,High
INC-11142,CUST-11142,5005.14,60061.68,Business,Medium
INC-11143,CUST-11143,8261.71,99140.52,Pension/Government,High
INC-11144,CUST-11144,11820.48,141845.76,Salary,High
INC-11145,CUST-11145,4982.51,59790.12,Salary,High
INC-11146,CUST-11146,16326.25,195915.0,Salary,High
INC-11147,CUST-11147,6206.45,74477.4,Salary,High
INC-11148,CUST-11148,6689.45,80273.4,Salary,Medium
INC-11149,CUST-11149,2276.43,27317.16,Salary,High
INC-11150,CUST-11150,1410.14,16921.68,Government Support,Low
INC-11151,CUST-11151,12412.63,148951.56,Salary,High
INC-11152,CUST-11152,3394.38,40732.56,Salary,High
INC-11153,CUST-11153,3588.55,43062.6,Salary,Medium
INC-11154,CUST-11154,670.87,8050.44,Government Support,Low
INC-11155,CUST-11155,3194.9,38338.8,Salary,High
INC-11156,CUST-11156,7543.31,90519.72,Salary,Medium
INC-11157,CUST-11157,7396.3,88755.6,Salary,Medium
INC-11158,CUST-11158,9520.33,114243.96,Salary,Medium
INC-11159,CUST-11159,8573.48,102881.76,Salary,Medium
INC-11160,CUST-11160,3843.78,46125.36,Salary,High
INC-11161,CUST-11161,4031.64,48379.68,Salary,Medium
INC-11162,CUST-11162,9787.01,117444.12,Salary,Medium
INC-11163,CUST-11163,3410.11,40921.32,Business,Medium
INC-11164,CUST-11164,7357.38,88288.56,Investment,High
INC-11165,CUST-11165,6326.63,75919.56,Pension/Government,High
INC-11166,CUST-11166,9258.03,111096.36,Freelance,Medium
INC-11167,CUST-11167,7778.73,93344.76,Salary,High
INC-11168,CUST-11168,3934.72,47216.64,Salary,High
INC-11169,CUST-11169,5215.25,62583.0,Freelance,Medium
INC-11170,CUST-11170,4199.33,50391.96,Salary,High
INC-11171,CUST-11171,8791.69,105500.28,Salary,High
INC-11172,CUST-11172,8065.61,96787.32,Salary,Medium
INC-11173,CUST-11173,627.16,7525.92,Government Support,Low
INC-11174,CUST-11174,7153.32,85839.84,Salary,High
INC-11175,CUST-11175,6256.68,75080.16,Salary,High
INC-11176,CUST-11176,3039.01,36468.12,Freelance,Medium
INC-11177,CUST-11177,6219.93,74639.16,Business,Medium
INC-11178,CUST-11178,784.65,9415.8,Government Support,Low
INC-11179,CUST-11179,777.62,9331.44,Government Support,Low
INC-11180,CUST-11180,6442.1,77305.2,Salary,High
INC-11181,CUST-11181,3445.72,41348.64,Salary,High
INC-11182,CUST-11182,3406.84,40882.08,Salary,High
INC-11183,CUST-11183,6131.09,73573.08,Salary,High
INC-11184,CUST-11184,10361.96,124343.52,Salary,Medium
INC-11185,CUST-11185,1446.43,17357.16,Government Support,Low
INC-11186,CUST-11186,931.08,11172.96,Government Support,Low
INC-11187,CUST-11187,7058.83,84705.96,Salary,High
INC-11188,CUST-11188,6166.83,74001.96,Salary,High
INC-11189,CUST-11189,3995.81,47949.72,Salary,High
INC-11190,CUST-11190,9176.03,110112.36,Salary,Medium
INC-11191,CUST-11191,5276.92,63323.04,Freelance,Medium
INC-11192,CUST-11192,6033.49,72401.88,Salary,High
INC-11193,CUST-11193,1133.48,13601.76,Government Support,Low
INC-11194,CUST-11194,2162.3,25947.6,Salary,Medium
INC-11195,CUST-11195,3247.16,38965.92,Government Support,Low
INC-11196,CUST-11196,12575.85,150910.2,Business,Low
INC-11197,CUST-11197,4381.88,52582.56,Salary,High
INC-11198,CUST-11198,8065.62,96787.44,Salary,High
INC-11199,CUST-11199,3886.93,46643.16,Salary,High
INC-11200,CUST-11200,4239.24,50870.88,Salary,High
INC-11201,CUST-11201,6042.89,72514.68,Freelance,Medium
INC-11202,CUST-11202,4041.99,48503.88,Pension/Government,High
INC-11203,CUST-11203,3722.37,44668.44,Business,Medium
INC-11204,CUST-11204,12008.64,144103.68,Salary,High
INC-11205,CUST-11205,10327.19,123926.28,Salary,High
INC-11206,CUST-11206,4962.68,59552.16,Business,Low
INC-11207,CUST-11207,7920.39,95044.68,Salary,High
INC-11208,CUST-11208,8044.24,96530.88,Salary,High
INC-11209,CUST-11209,8582.54,102990.48,Business,Low
INC-11210,CUST-11210,4486.1,53833.2,Salary,Medium
INC-11211,CUST-11211,4038.64,48463.68,Pension/Government,High
INC-11212,CUST-11212,9005.74,108068.88,Salary,Medium
INC-11213,CUST-11213,6007.06,72084.72,Salary,Medium
INC-11214,CUST-11214,5240.27,62883.24,Salary,Medium
INC-11215,CUST-11215,9767.84,117214.08,Salary,High
INC-11216,CUST-11216,7576.14,90913.68,Salary,Medium
INC-11217,CUST-11217,5904.51,70854.12,Pension/Government,High
INC-11218,CUST-11218,5093.63,61123.56,Salary,Medium
INC-11219,CUST-11219,9884.6,118615.2,Salary,High
INC-11220,CUST-11220,4643.81,55725.72,Salary,High
INC-11221,CUST-11221,2282.74,27392.88,Salary,High
INC-11222,CUST-11222,9024.18,108290.16,Salary,High
INC-11223,CUST-11223,5924.95,71099.4,Salary,Medium
INC-11224,CUST-11224,4573.35,54880.2,Salary,High
INC-11225,CUST-11225,12622.04,151464.48,Freelance,Medium
INC-11226,CUST-11226,6271.78,75261.36,Salary,High
INC-11227,CUST-11227,7034.51,84414.12,Salary,High
INC-11228,CUST-11228,4345.75,52149.0,Salary,High
INC-11229,CUST-11229,5500.01,66000.12,Business,Low
INC-11230,CUST-11230,1647.79,19773.48,Government Support,Low
INC-11231,CUST-11231,10050.94,120611.28,Salary,Medium
INC-11232,CUST-11232,3917.95,47015.4,Salary,High
INC-11233,CUST-11233,5065.3,60783.6,Salary,Medium
INC-11234,CUST-11234,4081.28,48975.36,Salary,Medium
INC-11235,CUST-11235,4179.33,50151.96,Salary,Medium
INC-11236,CUST-11236,9394.5,112734.0,Salary,High
INC-11237,CUST-11237,1097.04,13164.48,Government Support,Low
INC-11238,CUST-11238,5769.75,69237.0,Salary,Medium
INC-11239,CUST-11239,7876.99,94523.88,Salary,High
INC-11240,CUST-11240,5488.07,65856.84,Pension/Government,High
INC-11241,CUST-11241,7042.2,84506.4,Salary,High
INC-11242,CUST-11242,6006.05,72072.6,Pension/Government,High
INC-11243,CUST-11243,7528.85,90346.2,Salary,High
INC-11244,CUST-11244,715.64,8587.68,Government Support,Low
INC-11245,CUST-11245,8370.56,100446.72,Salary,Medium
INC-11246,CUST-11246,14615.84,175390.08,Freelance,Low
INC-11247,CUST-11247,7574.54,90894.48,Salary,High
INC-11248,CUST-11248,5604.37,67252.44,Salary,High
INC-11249,CUST-11249,3045.85,36550.2,Salary,Medium
INC-11250,CUST-11250,3828.09,45937.08,Business,Medium
INC-11251,CUST-11251,2753.71,33044.52,Salary,High
INC-11252,CUST-11252,10601.43,127217.16,Salary,High
INC-11253,CUST-11253,15961.87,191542.44,Salary,Medium
INC-11254,CUST-11254,4871.98,58463.76,Salary,High
INC-11255,CUST-11255,5507.3,66087.6,Salary,Medium
INC-11256,CUST-11256,4655.26,55863.12,Salary,High
INC-11257,CUST-11257,6738.19,80858.28,Salary,High
INC-11258,CUST-11258,5402.91,64834.92,Salary,High
INC-11259,CUST-11259,7222.6,86671.2,Salary,Medium
INC-11260,CUST-11260,13364.94,160379.28,Salary,Medium
INC-11261,CUST-11261,5790.93,69491.16,Salary,High
INC-11262,CUST-11262,4345.64,52147.68,Salary,High
INC-11263,CUST-11263,5617.22,67406.64,Salary,Medium
INC-11264,CUST-11264,4844.1,58129.2,Salary,High
INC-11265,CUST-11265,4811.69,57740.28,Salary,High
INC-11266,CUST-11266,1335.53,16026.36,Government Support,Low
INC-11267,CUST-11267,6091.88,73102.56,Pension/Government,High
INC-11268,CUST-11268,6939.18,83270.16,Business,Low
INC-11269,CUST-11269,2311.97,27743.64,Government Support,Low
INC-11270,CUST-11270,8449.31,101391.72,Business,Low
INC-11271,CUST-11271,9284.3,111411.6,Salary,Medium
INC-11272,CUST-11272,6864.21,82370.52,Freelance,Medium
INC-11273,CUST-11273,5423.46,65081.52,Pension/Government,High
INC-11274,CUST-11274,1392.63,16711.56,Government Support,Low
INC-11275,CUST-11275,4659.02,55908.24,Salary,High
INC-11276,CUST-11276,10475.01,125700.12,Salary,Medium
INC-11277,CUST-11277,6386.86,76642.32,Salary,Medium
INC-11278,CUST-11278,1827.45,21929.4,Salary,Medium
INC-11279,CUST-11279,4536.14,54433.68,Salary,Medium
INC-11280,CUST-11280,9552.58,114630.96,Salary,High
INC-11281,CUST-11281,8388.62,100663.44,Salary,High
INC-11282,CUST-11282,6019.48,72233.76,Salary,High
INC-11283,CUST-11283,7768.46,93221.52,Salary,High
INC-11284,CUST-11284,7273.45,87281.4,Pension/Government,High
INC-11285,CUST-11285,3975.28,47703.36,Salary,High
INC-11286,CUST-11286,597.26,7167.12,Government Support,Low
INC-11287,CUST-11287,4320.01,51840.12,Pension/Government,High
INC-11288,CUST-11288,3877.71,46532.52,Salary,High
INC-11289,CUST-11289,3485.03,41820.36,Salary,High
INC-11290,CUST-11290,883.17,10598.04,Family,Low
INC-11291,CUST-11291,3512.43,42149.16,Salary,High
INC-11292,CUST-11292,7098.62,85183.44,Freelance,Medium
INC-11293,CUST-11293,5525.71,66308.52,Salary,High
INC-11294,CUST-11294,5352.6,64231.2,Salary,Medium
INC-11295,CUST-11295,7557.2,90686.4,Salary,High
INC-11296,CUST-11296,11843.8,142125.6,Salary,High
INC-11297,CUST-11297,10183.72,122204.64,Salary,High
INC-11298,CUST-11298,11330.54,135966.48,Salary,High
INC-11299,CUST-11299,3877.14,46525.68,Pension/Government,High
INC-11300,CUST-11300,7092.65,85111.8,Salary,High
INC-11301,CUST-11301,7156.1,85873.2,Investment,High
INC-11302,CUST-11302,5053.27,60639.24,Pension/Government,High
INC-11303,CUST-11303,3797.93,45575.16,Salary,High
INC-11304,CUST-11304,7752.52,93030.24,Salary,High
INC-11305,CUST-11305,2728.43,32741.16,Investment,High
INC-11306,CUST-11306,6378.51,76542.12,Salary,High
INC-11307,CUST-11307,9412.46,112949.52,Salary,High
INC-11308,CUST-11308,1313.47,15761.64,Government Support,Low
INC-11309,CUST-11309,10985.33,131823.96,Pension/Government,High
INC-11310,CUST-11310,7023.95,84287.4,Salary,High
INC-11311,CUST-11311,8971.26,107655.12,Business,Medium
INC-11312,CUST-11312,2884.73,34616.76,Salary,High
INC-11313,CUST-11313,6573.49,78881.88,Freelance,Medium
INC-11314,CUST-11314,7466.46,89597.52,Salary,High
INC-11315,CUST-11315,6308.07,75696.84,Investment,High
INC-11316,CUST-11316,3641.64,43699.68,Salary,Medium
INC-11317,CUST-11317,6327.51,75930.12,Salary,High
INC-11318,CUST-11318,10577.81,126933.72,Freelance,Medium
INC-11319,CUST-11319,10768.14,129217.68,Salary,High
INC-11320,CUST-11320,11730.59,140767.08,Salary,High
INC-11321,CUST-11321,1331.78,15981.36,Family,Low
INC-11322,CUST-11322,6873.61,82483.32,Salary,High
INC-11323,CUST-11323,6593.62,79123.44,Salary,Medium
INC-11324,CUST-11324,5097.1,61165.2,Salary,High
INC-11325,CUST-11325,4501.49,54017.88,Business,Medium
INC-11326,CUST-11326,4959.17,59510.04,Salary,Medium
INC-11327,CUST-11327,4318.76,51825.12,Salary,High
INC-11328,CUST-11328,5948.31,71379.72,Salary,High
INC-11329,CUST-11329,4858.76,58305.12,Pension/Government,High
INC-11330,CUST-11330,2500.9,30010.8,Salary,Medium
INC-11331,CUST-11331,4769.85,57238.2,Salary,High
INC-11332,CUST-11332,6055.98,72671.76,Freelance,Medium
INC-11333,CUST-11333,11232.11,134785.32,Salary,High
INC-11334,CUST-11334,6361.78,76341.36,Salary,High
INC-11335,CUST-11335,6662.44,79949.28,Salary,High
INC-11336,CUST-11336,15285.44,183425.28,Business,Medium
INC-11337,CUST-11337,3912.17,46946.04,Salary,Medium
INC-11338,CUST-11338,1748.21,20978.52,Government Support,Low
INC-11339,CUST-11339,3523.89,42286.68,Pension/Government,High
INC-11340,CUST-11340,1583.56,19002.72,Family,Low
INC-11341,CUST-11341,8077.77,96933.24,Salary,High
INC-11342,CUST-11342,10814.84,129778.08,Salary,High
INC-11343,CUST-11343,4198.09,50377.08,Salary,High
INC-11344,CUST-11344,6854.94,82259.28,Salary,Medium
INC-11345,CUST-11345,11934.59,143215.08,Salary,High
INC-11346,CUST-11346,5855.53,70266.36,Salary,High
INC-11347,CUST-11347,10677.39,128128.68,Salary,High
INC-11348,CUST-11348,4450.55,53406.6,Salary,Medium
INC-11349,CUST-11349,6464.2,77570.4,Freelance,Medium
INC-11350,CUST-11350,3722.17,44666.04,Salary,High
INC-11351,CUST-11351,5946.2,71354.4,Salary,Medium
INC-11352,CUST-11352,4288.39,51460.68,Freelance,Medium
INC-11353,CUST-11353,3241.43,38897.16,Salary,High
INC-11354,CUST-11354,5463.8,65565.6,Business,Medium
INC-11355,CUST-11355,5766.54,69198.48,Salary,Medium
INC-11356,CUST-11356,15521.44,186257.28,Salary,Medium
INC-11357,CUST-11357,5126.57,61518.84,Salary,High
INC-11358,CUST-11358,7158.73,85904.76,Pension/Government,High
INC-11359,CUST-11359,4404.29,52851.48,Salary,High
INC-11360,CUST-11360,7442.94,89315.28,Salary,High
INC-11361,CUST-11361,9460.61,113527.32,Salary,High
INC-11362,CUST-11362,4126.28,49515.36,Business,Low
INC-11363,CUST-11363,5256.74,63080.88,Business,Low
INC-11364,CUST-11364,3189.8,38277.6,Salary,High
INC-11365,CUST-11365,4344.75,52137.0,Salary,High
INC-11366,CUST-11366,5670.23,68042.76,Salary,Medium
INC-11367,CUST-11367,8272.05,99264.6,Business,Low
INC-11368,CUST-11368,1422.43,17069.16,Government Support,Low
INC-11369,CUST-11369,9796.14,117553.68,Salary,High
INC-11370,CUST-11370,7304.91,87658.92,Salary,High
INC-11371,CUST-11371,597.72,7172.64,Freelance,Low
INC-11372,CUST-11372,2360.34,28324.08,Salary,High
INC-11373,CUST-11373,6025.77,72309.24,Pension/Government,High
INC-11374,CUST-11374,4924.57,59094.84,Salary,High
INC-11375,CUST-11375,12845.19,154142.28,Salary,High
INC-11376,CUST-11376,11988.07,143856.84,Freelance,Medium
INC-11377,CUST-11377,3985.4,47824.8,Salary,High
INC-11378,CUST-11378,6444.87,77338.44,Business,Medium
INC-11379,CUST-11379,4330.39,51964.68,Salary,Medium
INC-11380,CUST-11380,5377.74,64532.88,Pension/Government,High
INC-11381,CUST-11381,1008.44,12101.28,Government Support,Low
INC-11382,CUST-11382,5821.47,69857.64,Business,Medium
INC-11383,CUST-11383,5606.66,67279.92,Salary,High
INC-11384,CUST-11384,3423.76,41085.12,Salary,High
INC-11385,CUST-11385,8592.28,103107.36,Salary,Medium
INC-11386,CUST-11386,4368.95,52427.4,Salary,High
INC-11387,CUST-11387,5285.9,63430.8,Salary,High
INC-11388,CUST-11388,3082.67,36992.04,Business,Medium
INC-11389,CUST-11389,4917.03,59004.36,Salary,High
INC-11390,CUST-11390,4939.74,59276.88,Investment,High
INC-11391,CUST-11391,6291.69,75500.28,Salary,High
INC-11392,CUST-11392,1160.73,13928.76,Government Support,Low
INC-11393,CUST-11393,6869.65,82435.8,Pension/Government,High
