savings_id,customer_id,monthly_savings,savings_balance,savings_rate,emergency_fund_status
SAV-13939,CUST-13939,1197.02,14789.9,0.1366,Low
SAV-13940,CUST-13940,734.82,10546.62,0.1651,Low
SAV-13941,CUST-13941,1148.51,65182.3,0.1464,Fully Funded
SAV-13942,CUST-13942,368.56,13508.54,0.1274,Partially Funded
SAV-13943,CUST-13943,1573.66,54458.9,0.1409,Partially Funded
SAV-13944,CUST-13944,612.09,18292.44,0.1189,Partially Funded
SAV-13945,CUST-13945,638.39,31699.11,0.1378,Fully Funded
SAV-13946,CUST-13946,395.08,14139.94,0.094,Partially Funded
SAV-13947,CUST-13947,975.32,15805.49,0.1531,Partially Funded
SAV-13948,CUST-13948,1850.67,103191.81,0.1671,Fully Funded
SAV-13949,CUST-13949,2139.96,128387.23,0.1898,Fully Funded
SAV-13950,CUST-13950,738.56,62599.08,0.1229,Fully Funded
SAV-13951,CUST-13951,355.37,8876.82,0.0802,Low
SAV-13952,CUST-13952,1449.78,96172.47,0.1209,Fully Funded
SAV-13953,CUST-13953,1212.6,69330.82,0.1937,Fully Funded
SAV-13954,CUST-13954,1689.0,45907.73,0.2232,Fully Funded
SAV-13955,CUST-13955,557.33,11153.86,0.0785,Low
SAV-13956,CUST-13956,1996.04,52520.07,0.1632,Partially Funded
SAV-13957,CUST-13957,534.64,22063.74,0.2001,Fully Funded
SAV-13958,CUST-13958,602.1,13035.57,0.2344,Fully Funded
SAV-13959,CUST-13959,1465.64,96294.66,0.1134,Fully Funded
SAV-13960,CUST-13960,1292.67,42243.59,0.1146,Partially Funded
SAV-13961,CUST-13961,1014.31,30029.58,0.246,Fully Funded
SAV-13962,CUST-13962,1113.34,60430.45,0.1487,Fully Funded
SAV-13963,CUST-13963,475.68,21678.56,0.0984,Partially Funded
SAV-13964,CUST-13964,2297.54,23002.39,0.1753,Low
SAV-13965,CUST-13965,180.29,9542.03,0.1542,Fully Funded
SAV-13966,CUST-13966,597.26,26706.02,0.1842,Fully Funded
SAV-13967,CUST-13967,915.86,17643.91,0.2372,Fully Funded
SAV-13968,CUST-13968,357.82,19833.53,0.079,Partially Funded
SAV-13969,CUST-13969,866.42,51170.13,0.1656,Fully Funded
SAV-13970,CUST-13970,156.92,11070.18,0.1499,Fully Funded
SAV-13971,CUST-13971,2022.68,197567.59,0.2736,Fully Funded
SAV-13972,CUST-13972,325.29,23200.85,0.1064,Fully Funded
SAV-13973,CUST-13973,852.74,33965.23,0.0883,Partially Funded
SAV-13974,CUST-13974,388.43,31395.93,0.0556,Partially Funded
SAV-13975,CUST-13975,378.44,4849.78,0.1058,Low
SAV-13976,CUST-13976,274.3,25405.11,0.1967,Fully Funded
SAV-13977,CUST-13977,1124.84,83078.45,0.1313,Fully Funded
SAV-13978,CUST-13978,632.28,7952.49,0.173,Partially Funded
SAV-13979,CUST-13979,1520.08,49876.73,0.2544,Fully Funded
SAV-13980,CUST-13980,806.63,32437.4,0.1284,Fully Funded
SAV-13981,CUST-13981,2190.2,148387.94,0.2283,Fully Funded
SAV-13982,CUST-13982,1453.34,80054.36,0.1547,Fully Funded
SAV-13983,CUST-13983,1137.04,26734.37,0.1812,Fully Funded
SAV-13984,CUST-13984,163.51,16500.39,0.1074,Fully Funded
SAV-13985,CUST-13985,2113.87,62343.32,0.2074,Fully Funded
SAV-13986,CUST-13986,6056.48,393366.93,0.2884,Fully Funded
SAV-13987,CUST-13987,618.84,19610.6,0.0987,Partially Funded
SAV-13988,CUST-13988,671.1,9471.25,0.1013,Low
SAV-13989,CUST-13989,2104.5,60319.67,0.2212,Fully Funded
SAV-13990,CUST-13990,428.25,8874.48,0.1239,Partially Funded
SAV-13991,CUST-13991,1288.71,106981.91,0.1844,Fully Funded
SAV-13992,CUST-13992,605.51,24926.68,0.1671,Fully Funded
SAV-13993,CUST-13993,896.49,67687.11,0.1273,Fully Funded
SAV-13994,CUST-13994,461.28,19639.63,0.1139,Partially Funded
SAV-13995,CUST-13995,829.61,40342.01,0.1077,Fully Funded
SAV-13996,CUST-13996,1199.01,139989.29,0.2572,Fully Funded
SAV-13997,CUST-13997,818.93,19155.43,0.2657,Fully Funded
SAV-13998,CUST-13998,703.96,31514.75,0.1199,Fully Funded
SAV-13999,CUST-13999,1268.83,82353.18,0.2128,Fully Funded
SAV-14000,CUST-14000,207.33,11830.55,0.055,Partially Funded
SAV-14001,CUST-14001,1171.69,33941.17,0.1304,Partially Funded
SAV-14002,CUST-14002,974.36,85149.56,0.2683,Fully Funded
SAV-14003,CUST-14003,1187.64,21678.75,0.1683,Partially Funded
SAV-14004,CUST-14004,989.9,79118.55,0.1995,Fully Funded
SAV-14005,CUST-14005,463.05,30169.84,0.0786,Partially Funded
SAV-14006,CUST-14006,370.28,16314.87,0.1146,Fully Funded
SAV-14007,CUST-14007,775.37,40826.2,0.1577,Fully Funded
SAV-14008,CUST-14008,1592.33,65776.97,0.2117,Fully Funded
SAV-14009,CUST-14009,981.96,82089.83,0.1712,Fully Funded
SAV-14010,CUST-14010,661.68,64250.38,0.138,Fully Funded
SAV-14011,CUST-14011,930.5,49402.96,0.1081,Fully Funded
SAV-14012,CUST-14012,1276.28,37668.07,0.1938,Fully Funded
SAV-14013,CUST-14013,729.8,34309.15,0.1114,Fully Funded
SAV-14014,CUST-14014,1374.21,88478.46,0.2036,Fully Funded
SAV-14015,CUST-14015,1501.45,107230.11,0.1624,Fully Funded
SAV-14016,CUST-14016,373.15,7176.17,0.1568,Partially Funded
SAV-14017,CUST-14017,1179.77,31907.53,0.1897,Fully Funded
SAV-14018,CUST-14018,1090.96,20226.4,0.1732,Partially Funded
SAV-14019,CUST-14019,718.43,54469.02,0.1535,Fully Funded
SAV-14020,CUST-14020,1412.62,91909.37,0.1661,Fully Funded
SAV-14021,CUST-14021,509.99,8358.79,0.083,Low
SAV-14022,CUST-14022,1217.86,66033.11,0.2142,Fully Funded
SAV-14023,CUST-14023,667.39,58844.48,0.1371,Fully Funded
SAV-14024,CUST-14024,1257.57,86543.95,0.1537,Fully Funded
SAV-14025,CUST-14025,918.57,38247.82,0.1457,Fully Funded
SAV-14026,CUST-14026,388.23,10576.35,0.1247,Partially Funded
SAV-14027,CUST-14027,2295.79,165945.12,0.1389,Fully Funded
SAV-14028,CUST-14028,655.6,48596.62,0.1446,Fully Funded
SAV-14029,CUST-14029,1141.52,111917.83,0.1553,Fully Funded
SAV-14030,CUST-14030,2257.3,182275.81,0.2208,Fully Funded
SAV-14031,CUST-14031,827.45,51206.75,0.1317,Fully Funded
SAV-14032,CUST-14032,396.65,4814.64,0.1226,Low
SAV-14033,CUST-14033,1082.87,32394.15,0.2295,Fully Funded
SAV-14034,CUST-14034,1281.73,25046.15,0.2091,Partially Funded
SAV-14035,CUST-14035,875.29,88139.97,0.1862,Fully Funded
SAV-14036,CUST-14036,1260.78,82190.82,0.155,Fully Funded
SAV-14037,CUST-14037,628.42,57221.39,0.1199,Fully Funded
SAV-14038,CUST-14038,230.42,18041.52,0.1702,Fully Funded
SAV-14039,CUST-14039,1514.59,67245.9,0.172,Fully Funded
SAV-14040,CUST-14040,271.14,9506.2,0.2072,Fully Funded
SAV-14041,CUST-14041,783.72,62601.94,0.1708,Fully Funded
SAV-14042,CUST-14042,1088.32,63155.84,0.1031,Fully Funded
SAV-14043,CUST-14043,272.17,27484.36,0.0939,Fully Funded
SAV-14044,CUST-14044,966.24,87278.99,0.1314,Fully Funded
SAV-14045,CUST-14045,909.83,69353.35,0.1193,Fully Funded
SAV-14046,CUST-14046,872.8,43955.52,0.1347,Fully Funded
SAV-14047,CUST-14047,252.14,16742.74,0.2099,Fully Funded
SAV-14048,CUST-14048,1394.94,37452.96,0.1331,Partially Funded
SAV-14049,CUST-14049,692.48,63889.84,0.1226,Fully Funded
SAV-14050,CUST-14050,484.93,22797.05,0.1659,Fully Funded
SAV-14051,CUST-14051,670.38,17177.16,0.1437,Partially Funded
SAV-14052,CUST-14052,1392.85,115395.48,0.1222,Fully Funded
SAV-14053,CUST-14053,830.7,35637.47,0.0952,Partially Funded
SAV-14054,CUST-14054,1505.03,165003.48,0.1802,Fully Funded
SAV-14055,CUST-14055,1464.54,70343.39,0.2066,Fully Funded
SAV-14056,CUST-14056,1134.48,96103.8,0.1942,Fully Funded
SAV-14057,CUST-14057,3295.95,209655.65,0.3061,Fully Funded
SAV-14058,CUST-14058,792.61,41097.33,0.1294,Fully Funded
SAV-14059,CUST-14059,967.75,21178.37,0.218,Fully Funded
SAV-14060,CUST-14060,872.76,83927.21,0.1554,Fully Funded
SAV-14061,CUST-14061,988.08,58249.56,0.207,Fully Funded
SAV-14062,CUST-14062,427.86,24791.07,0.1293,Fully Funded
SAV-14063,CUST-14063,1368.41,24546.03,0.1354,Partially Funded
SAV-14064,CUST-14064,255.24,25779.48,0.0783,Fully Funded
SAV-14065,CUST-14065,2194.4,122509.72,0.2197,Fully Funded
SAV-14066,CUST-14066,921.28,54843.21,0.2267,Fully Funded
SAV-14067,CUST-14067,801.17,66349.27,0.0764,Fully Funded
SAV-14068,CUST-14068,629.57,23460.52,0.131,Fully Funded
SAV-14069,CUST-14069,1774.7,72907.11,0.2945,Fully Funded
SAV-14070,CUST-14070,528.69,43139.1,0.0726,Fully Funded
SAV-14071,CUST-14071,1079.29,90785.67,0.2157,Fully Funded
SAV-14072,CUST-14072,1388.01,89843.54,0.2263,Fully Funded
SAV-14073,CUST-14073,1578.6,117384.02,0.1934,Fully Funded
SAV-14074,CUST-14074,745.7,16487.73,0.0989,Low
SAV-14075,CUST-14075,299.27,27466.98,0.0847,Fully Funded
SAV-14076,CUST-14076,1353.24,25988.2,0.1008,Low
SAV-14077,CUST-14077,290.3,10183.37,0.1073,Partially Funded
SAV-14078,CUST-14078,1001.16,69708.54,0.1139,Fully Funded
SAV-14079,CUST-14079,849.14,10862.23,0.151,Low
SAV-14080,CUST-14080,867.85,53513.36,0.1576,Fully Funded
SAV-14081,CUST-14081,611.28,35400.49,0.1251,Fully Funded
SAV-14082,CUST-14082,610.48,8606.06,0.1544,Low
SAV-14083,CUST-14083,1148.7,20046.32,0.2071,Partially Funded
SAV-14084,CUST-14084,221.66,16629.55,0.1638,Fully Funded
SAV-14085,CUST-14085,606.25,11978.33,0.0903,Low
SAV-14086,CUST-14086,959.94,42374.62,0.1216,Fully Funded
SAV-14087,CUST-14087,2223.15,160377.14,0.2189,Fully Funded
SAV-14088,CUST-14088,841.45,40066.49,0.1234,Fully Funded
SAV-14089,CUST-14089,1839.25,152542.39,0.1944,Fully Funded
SAV-14090,CUST-14090,210.17,11082.37,0.2314,Fully Funded
SAV-14091,CUST-14091,1056.37,37904.08,0.1904,Fully Funded
SAV-14092,CUST-14092,369.77,28263.05,0.0973,Fully Funded
SAV-14093,CUST-14093,422.7,36343.08,0.0877,Fully Funded
SAV-14094,CUST-14094,695.37,50651.41,0.1229,Fully Funded
SAV-14095,CUST-14095,513.91,17962.38,0.0861,Partially Funded
SAV-14096,CUST-14096,483.4,19242.86,0.231,Fully Funded
SAV-14097,CUST-14097,1056.69,84012.58,0.1214,Fully Funded
SAV-14098,CUST-14098,627.67,50783.62,0.1381,Fully Funded
SAV-14099,CUST-14099,86.3,4110.94,0.1294,Fully Funded
SAV-14100,CUST-14100,223.46,7273.21,0.2348,Fully Funded
SAV-14101,CUST-14101,553.66,31571.25,0.1109,Fully Funded
SAV-14102,CUST-14102,540.75,55563.14,0.108,Fully Funded
SAV-14103,CUST-14103,76.76,6675.57,0.1065,Fully Funded
SAV-14104,CUST-14104,1267.9,30841.1,0.1578,Partially Funded
SAV-14105,CUST-14105,431.85,9390.37,0.1142,Low
SAV-14106,CUST-14106,1866.23,133683.69,0.2495,Fully Funded
SAV-14107,CUST-14107,3016.41,259734.31,0.2262,Fully Funded
SAV-14108,CUST-14108,1442.87,71698.76,0.149,Fully Funded
SAV-14109,CUST-14109,1236.53,102376.84,0.2136,Fully Funded
SAV-14110,CUST-14110,496.31,12395.17,0.1088,Partially Funded
SAV-14111,CUST-14111,1143.42,113207.26,0.1861,Fully Funded
SAV-14112,CUST-14112,851.25,35918.6,0.2452,Fully Funded
SAV-14113,CUST-14113,567.52,41315.52,0.0609,Partially Funded
SAV-14114,CUST-14114,1956.88,126978.29,0.1852,Fully Funded
SAV-14115,CUST-14115,1687.11,71044.18,0.2147,Fully Funded
SAV-14116,CUST-14116,581.25,6288.19,0.1283,Low
SAV-14117,CUST-14117,2373.84,122329.25,0.1913,Fully Funded
SAV-14118,CUST-14118,959.59,84963.92,0.1915,Fully Funded
SAV-14119,CUST-14119,2079.52,82453.55,0.2648,Fully Funded
SAV-14120,CUST-14120,1115.17,125485.73,0.2662,Fully Funded
SAV-14121,CUST-14121,1347.21,104302.14,0.1431,Fully Funded
SAV-14122,CUST-14122,2102.04,23352.89,0.1815,Low
SAV-14123,CUST-14123,1153.81,60472.12,0.2123,Fully Funded
SAV-14124,CUST-14124,1948.65,152554.44,0.1589,Fully Funded
SAV-14125,CUST-14125,1084.78,57836.44,0.2192,Fully Funded
SAV-14126,CUST-14126,868.54,70590.31,0.1242,Fully Funded
SAV-14127,CUST-14127,1015.95,54761.3,0.1477,Fully Funded
SAV-14128,CUST-14128,869.85,90156.85,0.1493,Fully Funded
SAV-14129,CUST-14129,1118.98,51262.38,0.239,Fully Funded
SAV-14130,CUST-14130,679.22,45969.46,0.0856,Fully Funded
SAV-14131,CUST-14131,323.8,17841.53,0.0849,Partially Funded
SAV-14132,CUST-14132,1321.57,28855.42,0.2649,Fully Funded
SAV-14133,CUST-14133,2278.89,72424.64,0.2286,Fully Funded
SAV-14134,CUST-14134,1177.21,109509.35,0.2823,Fully Funded
SAV-14135,CUST-14135,1578.24,32648.8,0.1721,Partially Funded
SAV-14136,CUST-14136,827.19,55597.27,0.1632,Fully Funded
SAV-14137,CUST-14137,1142.54,63321.26,0.1947,Fully Funded
SAV-14138,CUST-14138,1229.93,71450.32,0.131,Fully Funded
SAV-14139,CUST-14139,1612.76,28872.1,0.2564,Fully Funded
SAV-14140,CUST-14140,1063.25,16799.86,0.1683,Partially Funded
SAV-14141,CUST-14141,761.23,36074.57,0.1158,Fully Funded
SAV-14142,CUST-14142,624.84,16549.46,0.1544,Partially Funded
SAV-14143,CUST-14143,972.92,56616.72,0.21,Fully Funded
SAV-14144,CUST-14144,1204.16,43890.99,0.2386,Fully Funded
SAV-14145,CUST-14145,750.48,67758.86,0.1257,Fully Funded
SAV-14146,CUST-14146,1820.72,118636.17,0.1801,Fully Funded
SAV-14147,CUST-14147,934.18,11863.48,0.1912,Partially Funded
SAV-14148,CUST-14148,998.78,90351.96,0.2127,Fully Funded
SAV-14149,CUST-14149,702.64,28071.45,0.1475,Fully Funded
SAV-14150,CUST-14150,824.72,40745.22,0.143,Fully Funded
SAV-14151,CUST-14151,682.41,25731.2,0.0931,Partially Funded
SAV-14152,CUST-14152,987.22,59637.92,0.207,Fully Funded
SAV-14153,CUST-14153,971.91,61319.91,0.1997,Fully Funded
SAV-14154,CUST-14154,797.78,70028.02,0.1152,Fully Funded
SAV-14155,CUST-14155,1433.6,103431.06,0.1374,Fully Funded
SAV-14156,CUST-14156,1664.95,129129.53,0.1338,Fully Funded
SAV-14157,CUST-14157,714.14,31212.64,0.1449,Fully Funded
SAV-14158,CUST-14158,1048.57,125860.3,0.1371,Fully Funded
SAV-14159,CUST-14159,1650.61,119943.6,0.1213,Fully Funded
SAV-14160,CUST-14160,350.28,5426.81,0.1242,Low
SAV-14161,CUST-14161,1278.8,45118.05,0.1909,Fully Funded
SAV-14162,CUST-14162,596.71,26766.97,0.2202,Fully Funded
SAV-14163,CUST-14163,1252.06,118866.89,0.1786,Fully Funded
SAV-14164,CUST-14164,687.44,52406.94,0.1163,Fully Funded
SAV-14165,CUST-14165,432.09,8260.06,0.1533,Partially Funded
SAV-14166,CUST-14166,921.13,59254.17,0.1375,Fully Funded
SAV-14167,CUST-14167,372.79,6471.52,0.0701,Low
SAV-14168,CUST-14168,131.61,1743.41,0.1643,Low
SAV-14169,CUST-14169,916.85,68881.22,0.0855,Fully Funded
SAV-14170,CUST-14170,1014.99,67227.16,0.21,Fully Funded
SAV-14171,CUST-14171,1136.11,37158.02,0.1543,Fully Funded
SAV-14172,CUST-14172,1958.05,91412.44,0.123,Fully Funded
SAV-14173,CUST-14173,1900.92,32106.64,0.1991,Partially Funded
SAV-14174,CUST-14174,2006.96,121805.87,0.1747,Fully Funded
SAV-14175,CUST-14175,155.47,8752.87,0.097,Fully Funded
SAV-14176,CUST-14176,491.79,15874.07,0.0711,Low
SAV-14177,CUST-14177,1106.02,65113.38,0.1133,Fully Funded
SAV-14178,CUST-14178,973.26,49803.65,0.2044,Fully Funded
SAV-14179,CUST-14179,2058.9,144042.07,0.1883,Fully Funded
SAV-14180,CUST-14180,149.5,9161.66,0.1109,Fully Funded
SAV-14181,CUST-14181,380.47,23953.5,0.0622,Partially Funded
SAV-14182,CUST-14182,1034.32,96825.83,0.1582,Fully Funded
SAV-14183,CUST-14183,881.06,35366.7,0.1084,Partially Funded
SAV-14184,CUST-14184,663.11,8638.73,0.0827,Low
SAV-14185,CUST-14185,1281.48,70435.68,0.2051,Fully Funded
SAV-14186,CUST-14186,246.62,16539.12,0.0493,Partially Funded
SAV-14187,CUST-14187,177.74,4609.8,0.168,Fully Funded
SAV-14188,CUST-14188,362.07,23163.78,0.0656,Partially Funded
SAV-14189,CUST-14189,426.62,30069.1,0.1974,Fully Funded
SAV-14190,CUST-14190,1284.75,105964.95,0.117,Fully Funded
SAV-14191,CUST-14191,1209.76,85875.38,0.2356,Fully Funded
SAV-14192,CUST-14192,835.27,92344.82,0.1334,Fully Funded
SAV-14193,CUST-14193,854.2,75152.33,0.0692,Fully Funded
SAV-14194,CUST-14194,1223.73,114678.67,0.1374,Fully Funded
SAV-14195,CUST-14195,730.2,33388.44,0.1674,Fully Funded
SAV-14196,CUST-14196,778.98,89723.71,0.1227,Fully Funded
SAV-14197,CUST-14197,217.04,4050.39,0.0635,Low
SAV-14198,CUST-14198,543.71,25031.28,0.1137,Fully Funded
SAV-14199,CUST-14199,1630.92,18199.36,0.2802,Partially Funded
SAV-14200,CUST-14200,1122.72,30396.4,0.1917,Fully Funded
SAV-14201,CUST-14201,1416.09,94772.52,0.1647,Fully Funded
SAV-14202,CUST-14202,1414.99,31689.71,0.1623,Partially Funded
SAV-14203,CUST-14203,675.07,9580.76,0.1448,Low
SAV-14204,CUST-14204,940.5,67872.25,0.1509,Fully Funded
SAV-14205,CUST-14205,721.33,10817.63,0.1502,Partially Funded
SAV-14206,CUST-14206,944.13,72795.0,0.1455,Fully Funded
SAV-14207,CUST-14207,744.22,26531.24,0.1175,Partially Funded
SAV-14208,CUST-14208,460.47,16291.3,0.1192,Partially Funded
SAV-14209,CUST-14209,1000.18,108385.49,0.2197,Fully Funded
SAV-14210,CUST-14210,647.43,65937.87,0.2019,Fully Funded
SAV-14211,CUST-14211,886.81,96967.45,0.1104,Fully Funded
SAV-14212,CUST-14212,2478.72,106364.16,0.1402,Fully Funded
SAV-14213,CUST-14213,345.46,17054.42,0.1761,Fully Funded
SAV-14214,CUST-14214,1606.89,40945.47,0.1847,Fully Funded
SAV-14215,CUST-14215,719.37,44863.19,0.1377,Fully Funded
SAV-14216,CUST-14216,882.79,8727.27,0.1252,Low
SAV-14217,CUST-14217,799.9,28307.51,0.1964,Fully Funded
SAV-14218,CUST-14218,728.22,21333.28,0.0864,Partially Funded
SAV-14219,CUST-14219,1840.96,134023.38,0.2162,Fully Funded
SAV-14220,CUST-14220,1471.52,32911.9,0.261,Fully Funded
SAV-14221,CUST-14221,782.84,62173.57,0.1309,Fully Funded
SAV-14222,CUST-14222,1117.83,34336.7,0.1681,Fully Funded
SAV-14223,CUST-14223,962.91,60939.4,0.1545,Fully Funded
SAV-14224,CUST-14224,2061.03,116456.1,0.2071,Fully Funded
SAV-14225,CUST-14225,972.03,96746.04,0.2411,Fully Funded
SAV-14226,CUST-14226,1740.59,35985.03,0.1824,Partially Funded
SAV-14227,CUST-14227,777.75,25268.3,0.2409,Fully Funded
SAV-14228,CUST-14228,237.63,4830.06,0.1856,Partially Funded
SAV-14229,CUST-14229,781.13,20623.46,0.1678,Fully Funded
SAV-14230,CUST-14230,187.21,18606.79,0.1729,Fully Funded
SAV-14231,CUST-14231,1378.39,29346.51,0.1983,Partially Funded
SAV-14232,CUST-14232,2345.59,197811.57,0.2385,Fully Funded
SAV-14233,CUST-14233,485.94,15599.66,0.0627,Low
SAV-14234,CUST-14234,698.14,50249.8,0.107,Fully Funded
SAV-14235,CUST-14235,642.5,31316.39,0.1577,Fully Funded
SAV-14236,CUST-14236,315.31,30373.65,0.1461,Fully Funded
SAV-14237,CUST-14237,97.02,3467.83,0.1148,Partially Funded
SAV-14238,CUST-14238,1050.72,68713.42,0.1441,Fully Funded
SAV-14239,CUST-14239,658.16,30536.52,0.1419,Fully Funded
SAV-14240,CUST-14240,2537.62,199078.79,0.2821,Fully Funded
SAV-14241,CUST-14241,1536.16,146126.24,0.2168,Fully Funded
SAV-14242,CUST-14242,1049.4,40311.62,0.163,Fully Funded
SAV-14243,CUST-14243,563.34,8883.45,0.1327,Low
SAV-14244,CUST-14244,673.95,60499.55,0.1847,Fully Funded
SAV-14245,CUST-14245,816.02,10336.52,0.1835,Partially Funded
SAV-14246,CUST-14246,989.7,62900.0,0.1465,Fully Funded
SAV-14247,CUST-14247,463.97,54884.12,0.0922,Fully Funded
SAV-14248,CUST-14248,665.45,30395.83,0.1205,Fully Funded
SAV-14249,CUST-14249,1440.17,39529.2,0.1847,Fully Funded
SAV-14250,CUST-14250,2657.36,128484.18,0.2004,Fully Funded
SAV-14251,CUST-14251,1910.96,38134.25,0.2375,Fully Funded
SAV-14252,CUST-14252,1157.31,56942.61,0.1403,Fully Funded
SAV-14253,CUST-14253,1655.7,44384.66,0.2071,Fully Funded
SAV-14254,CUST-14254,1458.6,80099.61,0.2077,Fully Funded
SAV-14255,CUST-14255,567.82,18065.43,0.1382,Partially Funded
SAV-14256,CUST-14256,867.03,21343.31,0.1224,Partially Funded
SAV-14257,CUST-14257,130.73,14138.13,0.1231,Fully Funded
SAV-14258,CUST-14258,524.95,11313.76,0.2001,Partially Funded
SAV-14259,CUST-14259,1007.49,32825.48,0.1784,Fully Funded
SAV-14260,CUST-14260,1532.48,66973.92,0.21,Fully Funded
SAV-14261,CUST-14261,551.89,25637.24,0.1755,Fully Funded
SAV-14262,CUST-14262,730.41,55471.31,0.2242,Fully Funded
SAV-14263,CUST-14263,315.59,12476.77,0.067,Partially Funded
SAV-14264,CUST-14264,366.64,8598.02,0.0817,Low
SAV-14265,CUST-14265,2242.92,67692.71,0.2742,Fully Funded
SAV-14266,CUST-14266,600.88,21981.98,0.1274,Partially Funded
SAV-14267,CUST-14267,1253.0,26509.81,0.118,Low
SAV-14268,CUST-14268,2365.93,85038.67,0.1801,Fully Funded
SAV-14269,CUST-14269,621.71,39747.71,0.0907,Fully Funded
SAV-14270,CUST-14270,2091.29,61406.53,0.1986,Fully Funded
SAV-14271,CUST-14271,2359.37,152180.18,0.2853,Fully Funded
SAV-14272,CUST-14272,602.97,57376.05,0.1032,Fully Funded
SAV-14273,CUST-14273,1118.0,23163.45,0.1584,Partially Funded
SAV-14274,CUST-14274,1055.84,88003.91,0.1818,Fully Funded
SAV-14275,CUST-14275,1239.29,99175.43,0.1659,Fully Funded
SAV-14276,CUST-14276,1445.37,49982.77,0.143,Fully Funded
SAV-14277,CUST-14277,1765.56,22012.91,0.1767,Partially Funded
SAV-14278,CUST-14278,1012.28,30550.39,0.2435,Fully Funded
SAV-14279,CUST-14279,765.06,54721.76,0.1287,Fully Funded
SAV-14280,CUST-14280,1461.92,50579.47,0.1876,Fully Funded
SAV-14281,CUST-14281,1829.86,114573.16,0.2042,Fully Funded
SAV-14282,CUST-14282,727.19,26435.81,0.1035,Partially Funded
SAV-14283,CUST-14283,1315.79,132371.88,0.1767,Fully Funded
SAV-14284,CUST-14284,1807.82,30662.31,0.1551,Partially Funded
SAV-14285,CUST-14285,621.03,19282.31,0.1783,Fully Funded
SAV-14286,CUST-14286,803.42,50937.32,0.1399,Fully Funded
SAV-14287,CUST-14287,1660.11,120954.67,0.3583,Fully Funded
SAV-14288,CUST-14288,1842.25,120182.11,0.2108,Fully Funded
SAV-14289,CUST-14289,1486.14,32007.29,0.139,Partially Funded
SAV-14290,CUST-14290,739.9,54908.92,0.1332,Fully Funded
SAV-14291,CUST-14291,1854.9,60040.78,0.214,Fully Funded
SAV-14292,CUST-14292,828.21,13999.53,0.121,Low
SAV-14293,CUST-14293,771.73,36099.97,0.1295,Fully Funded
SAV-14294,CUST-14294,1670.96,43255.03,0.2204,Fully Funded
SAV-14295,CUST-14295,871.2,52118.61,0.1584,Fully Funded
SAV-14296,CUST-14296,438.6,17605.94,0.142,Fully Funded
SAV-14297,CUST-14297,838.9,33915.11,0.1355,Fully Funded
SAV-14298,CUST-14298,639.39,8387.3,0.1015,Low
SAV-14299,CUST-14299,713.27,56235.72,0.0856,Fully Funded
SAV-14300,CUST-14300,871.52,38734.81,0.1563,Fully Funded
SAV-14301,CUST-14301,640.75,7666.87,0.1615,Low
SAV-14302,CUST-14302,703.93,39835.51,0.172,Fully Funded
SAV-14303,CUST-14303,941.67,34370.39,0.1962,Fully Funded
SAV-14304,CUST-14304,1619.6,99922.62,0.2033,Fully Funded
SAV-14305,CUST-14305,1419.44,36642.46,0.3076,Fully Funded
SAV-14306,CUST-14306,171.24,13226.68,0.1219,Fully Funded
SAV-14307,CUST-14307,1918.74,103910.64,0.2221,Fully Funded
SAV-14308,CUST-14308,528.36,50361.32,0.1,Fully Funded
SAV-14309,CUST-14309,1154.28,24451.71,0.2746,Fully Funded
SAV-14310,CUST-14310,622.17,50972.14,0.0884,Fully Funded
SAV-14311,CUST-14311,801.11,76305.47,0.1444,Fully Funded
SAV-14312,CUST-14312,512.84,8939.75,0.0749,Low
SAV-14313,CUST-14313,1122.77,25865.65,0.1013,Low
SAV-14314,CUST-14314,662.08,12396.08,0.1228,Low
SAV-14315,CUST-14315,882.41,31447.25,0.1382,Fully Funded
SAV-14316,CUST-14316,1001.37,68594.41,0.1956,Fully Funded
SAV-14317,CUST-14317,835.61,34431.55,0.1245,Fully Funded
SAV-14318,CUST-14318,819.24,39664.1,0.1601,Fully Funded
SAV-14319,CUST-14319,1259.68,113830.63,0.1112,Fully Funded
SAV-14320,CUST-14320,1640.35,66686.05,0.2149,Fully Funded
SAV-14321,CUST-14321,136.3,2547.56,0.103,Low
SAV-14322,CUST-14322,525.42,8494.88,0.1286,Low
SAV-14323,CUST-14323,122.17,5337.84,0.1396,Fully Funded
SAV-14324,CUST-14324,2074.49,230978.57,0.2049,Fully Funded
SAV-14325,CUST-14325,208.95,16842.36,0.1861,Fully Funded
SAV-14326,CUST-14326,1816.22,112186.27,0.1549,Fully Funded
SAV-14327,CUST-14327,212.77,7387.45,0.0602,Low
SAV-14328,CUST-14328,458.9,30203.12,0.172,Fully Funded
SAV-14329,CUST-14329,624.76,27451.57,0.1531,Fully Funded
SAV-14330,CUST-14330,912.83,29635.45,0.1493,Fully Funded
SAV-14331,CUST-14331,540.43,13263.26,0.0868,Low
SAV-14332,CUST-14332,502.61,46511.62,0.0799,Fully Funded
SAV-14333,CUST-14333,1334.82,69092.37,0.158,Fully Funded
SAV-14334,CUST-14334,527.64,15477.95,0.1738,Fully Funded
SAV-14335,CUST-14335,318.66,22264.43,0.0878,Fully Funded
SAV-14336,CUST-14336,1155.04,44827.54,0.1825,Fully Funded
SAV-14337,CUST-14337,1177.35,52465.75,0.2079,Fully Funded
