credit_id,customer_id,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category
CRED-12819,CUST-12819,696,Occasional Late,0,0.39,Medium Risk
CRED-12820,CUST-12820,740,Occasional Late,1,0.25,Medium Risk
CRED-12821,CUST-12821,525,Frequently Late,11,0.9,Very High Risk
CRED-12822,CUST-12822,690,On-Time,0,0.32,Medium Risk
CRED-12823,CUST-12823,760,On-Time,0,0.06,Low Risk
CRED-12824,CUST-12824,408,Default Risk,8,0.93,Very High Risk
CRED-12825,CUST-12825,740,On-Time,0,0.45,Medium Risk
CRED-12826,CUST-12826,799,On-Time,0,0.06,Low Risk
CRED-12827,CUST-12827,704,On-Time,0,0.41,Medium Risk
CRED-12828,CUST-12828,726,On-Time,0,0.25,Medium Risk
CRED-12829,CUST-12829,732,On-Time,0,0.45,Medium Risk
CRED-12830,CUST-12830,661,Occasional Late,4,0.82,High Risk
CRED-12831,CUST-12831,658,Occasional Late,2,0.85,High Risk
CRED-12832,CUST-12832,614,Frequently Late,4,0.74,High Risk
CRED-12833,CUST-12833,671,On-Time,1,0.28,Medium Risk
CRED-12834,CUST-12834,709,Occasional Late,2,0.26,Medium Risk
CRED-12835,CUST-12835,676,Occasional Late,0,0.47,Medium Risk
CRED-12836,CUST-12836,762,On-Time,0,0.07,Low Risk
CRED-12837,CUST-12837,616,Frequently Late,1,0.7,High Risk
CRED-12838,CUST-12838,701,On-Time,1,0.48,Medium Risk
CRED-12839,CUST-12839,595,Occasional Late,3,0.84,High Risk
CRED-12840,CUST-12840,689,On-Time,0,0.37,Medium Risk
CRED-12841,CUST-12841,695,On-Time,0,0.24,Medium Risk
CRED-12842,CUST-12842,673,On-Time,1,0.35,Medium Risk
CRED-12843,CUST-12843,573,Default Risk,5,0.76,Very High Risk
CRED-12844,CUST-12844,662,Occasional Late,2,0.76,High Risk
CRED-12845,CUST-12845,715,Occasional Late,2,0.44,Medium Risk
CRED-12846,CUST-12846,737,On-Time,0,0.4,Medium Risk
CRED-12847,CUST-12847,613,Occasional Late,4,0.64,High Risk
CRED-12848,CUST-12848,723,Occasional Late,0,0.44,Medium Risk
CRED-12849,CUST-12849,744,Occasional Late,2,0.42,Medium Risk
CRED-12850,CUST-12850,646,Frequently Late,3,0.83,High Risk
CRED-12851,CUST-12851,739,On-Time,0,0.35,Medium Risk
CRED-12852,CUST-12852,761,On-Time,0,0.14,Low Risk
CRED-12853,CUST-12853,710,Occasional Late,1,0.32,Medium Risk
CRED-12854,CUST-12854,631,Frequently Late,2,0.7,High Risk
CRED-12855,CUST-12855,684,On-Time,0,0.36,Medium Risk
CRED-12856,CUST-12856,744,Occasional Late,0,0.31,Medium Risk
CRED-12857,CUST-12857,660,Frequently Late,2,0.5,High Risk
CRED-12858,CUST-12858,686,On-Time,0,0.41,Medium Risk
CRED-12859,CUST-12859,680,On-Time,0,0.38,Medium Risk
CRED-12860,CUST-12860,743,On-Time,1,0.46,Medium Risk
CRED-12861,CUST-12861,700,Occasional Late,0,0.48,Medium Risk
CRED-12862,CUST-12862,569,Default Risk,9,0.76,Very High Risk
CRED-12863,CUST-12863,618,Frequently Late,4,0.52,High Risk
CRED-12864,CUST-12864,640,Frequently Late,2,0.76,High Risk
CRED-12865,CUST-12865,769,On-Time,0,0.23,Low Risk
CRED-12866,CUST-12866,489,Default Risk,11,0.87,Very High Risk
CRED-12867,CUST-12867,676,On-Time,0,0.41,Medium Risk
CRED-12868,CUST-12868,729,Occasional Late,0,0.45,Medium Risk
CRED-12869,CUST-12869,619,Frequently Late,2,0.7,High Risk
CRED-12870,CUST-12870,735,On-Time,0,0.24,Medium Risk
CRED-12871,CUST-12871,729,On-Time,0,0.48,Medium Risk
CRED-12872,CUST-12872,711,On-Time,1,0.48,Medium Risk
CRED-12873,CUST-12873,687,On-Time,0,0.25,Medium Risk
CRED-12874,CUST-12874,726,On-Time,0,0.45,Medium Risk
CRED-12875,CUST-12875,681,On-Time,1,0.46,Medium Risk
CRED-12876,CUST-12876,702,Occasional Late,0,0.37,Medium Risk
CRED-12877,CUST-12877,730,Occasional Late,0,0.49,Medium Risk
CRED-12878,CUST-12878,536,Default Risk,10,0.7,Very High Risk
CRED-12879,CUST-12879,775,On-Time,0,0.12,Low Risk
CRED-12880,CUST-12880,790,On-Time,0,0.12,Low Risk
CRED-12881,CUST-12881,595,Frequently Late,1,0.58,High Risk
CRED-12882,CUST-12882,780,On-Time,0,0.07,Low Risk
CRED-12883,CUST-12883,765,On-Time,0,0.11,Low Risk
CRED-12884,CUST-12884,745,On-Time,2,0.24,Medium Risk
CRED-12885,CUST-12885,707,On-Time,0,0.39,Medium Risk
CRED-12886,CUST-12886,753,On-Time,0,0.2,Low Risk
CRED-12887,CUST-12887,630,Occasional Late,1,0.48,High Risk
CRED-12888,CUST-12888,734,On-Time,0,0.24,Medium Risk
CRED-12889,CUST-12889,727,On-Time,1,0.42,Medium Risk
CRED-12890,CUST-12890,680,On-Time,0,0.48,Medium Risk
CRED-12891,CUST-12891,759,On-Time,0,0.05,Low Risk
CRED-12892,CUST-12892,551,Default Risk,9,0.99,Very High Risk
CRED-12893,CUST-12893,743,On-Time,1,0.27,Medium Risk
CRED-12894,CUST-12894,508,Default Risk,6,0.88,Very High Risk
CRED-12895,CUST-12895,662,Frequently Late,4,0.83,High Risk
CRED-12896,CUST-12896,655,Frequently Late,4,0.45,High Risk
CRED-12897,CUST-12897,716,Occasional Late,0,0.29,Medium Risk
CRED-12898,CUST-12898,734,Occasional Late,0,0.46,Medium Risk
CRED-12899,CUST-12899,728,On-Time,0,0.27,Medium Risk
CRED-12900,CUST-12900,794,On-Time,0,0.07,Low Risk
CRED-12901,CUST-12901,738,On-Time,0,0.26,Medium Risk
CRED-12902,CUST-12902,768,On-Time,1,0.21,Low Risk
CRED-12903,CUST-12903,686,Occasional Late,0,0.31,Medium Risk
CRED-12904,CUST-12904,721,On-Time,1,0.21,Medium Risk
CRED-12905,CUST-12905,668,Occasional Late,3,0.74,High Risk
CRED-12906,CUST-12906,696,Occasional Late,0,0.48,Medium Risk
CRED-12907,CUST-12907,630,Occasional Late,2,0.79,High Risk
CRED-12908,CUST-12908,638,Frequently Late,1,0.81,High Risk
CRED-12909,CUST-12909,726,On-Time,1,0.38,Medium Risk
CRED-12910,CUST-12910,680,On-Time,1,0.25,Medium Risk
CRED-12911,CUST-12911,742,On-Time,0,0.43,Medium Risk
CRED-12912,CUST-12912,573,Default Risk,11,0.85,Very High Risk
CRED-12913,CUST-12913,751,On-Time,0,0.18,Low Risk
CRED-12914,CUST-12914,801,On-Time,0,0.14,Low Risk
CRED-12915,CUST-12915,767,On-Time,0,0.05,Low Risk
CRED-12916,CUST-12916,580,Occasional Late,3,0.79,High Risk
CRED-12917,CUST-12917,734,Occasional Late,0,0.45,Medium Risk
CRED-12918,CUST-12918,723,Occasional Late,1,0.23,Medium Risk
CRED-12919,CUST-12919,700,On-Time,0,0.39,Medium Risk
CRED-12920,CUST-12920,741,Occasional Late,1,0.39,Medium Risk
CRED-12921,CUST-12921,678,Occasional Late,0,0.39,Medium Risk
CRED-12922,CUST-12922,636,Occasional Late,2,0.79,High Risk
CRED-12923,CUST-12923,692,On-Time,0,0.25,Medium Risk
CRED-12924,CUST-12924,641,Occasional Late,4,0.48,High Risk
CRED-12925,CUST-12925,657,Occasional Late,4,0.63,High Risk
CRED-12926,CUST-12926,780,On-Time,0,0.21,Low Risk
CRED-12927,CUST-12927,583,Occasional Late,1,0.66,High Risk
CRED-12928,CUST-12928,623,Frequently Late,3,0.69,High Risk
CRED-12929,CUST-12929,716,Occasional Late,0,0.46,Medium Risk
CRED-12930,CUST-12930,725,Occasional Late,0,0.33,Medium Risk
CRED-12931,CUST-12931,693,On-Time,0,0.46,Medium Risk
CRED-12932,CUST-12932,640,Occasional Late,2,0.79,High Risk
CRED-12933,CUST-12933,691,On-Time,0,0.4,Medium Risk
CRED-12934,CUST-12934,779,On-Time,0,0.23,Low Risk
CRED-12935,CUST-12935,655,Frequently Late,1,0.63,High Risk
CRED-12936,CUST-12936,809,On-Time,0,0.07,Low Risk
CRED-12937,CUST-12937,727,On-Time,0,0.5,Medium Risk
CRED-12938,CUST-12938,536,Default Risk,9,0.83,Very High Risk
CRED-12939,CUST-12939,755,On-Time,0,0.21,Low Risk
CRED-12940,CUST-12940,639,Occasional Late,3,0.62,High Risk
CRED-12941,CUST-12941,565,Frequently Late,8,0.94,Very High Risk
CRED-12942,CUST-12942,608,Frequently Late,1,0.66,High Risk
CRED-12943,CUST-12943,691,On-Time,0,0.33,Medium Risk
CRED-12944,CUST-12944,501,Default Risk,6,0.8,Very High Risk
CRED-12945,CUST-12945,682,Occasional Late,1,0.32,Medium Risk
CRED-12946,CUST-12946,743,On-Time,0,0.2,Medium Risk
CRED-12947,CUST-12947,730,Occasional Late,1,0.46,Medium Risk
CRED-12948,CUST-12948,606,Occasional Late,1,0.63,High Risk
CRED-12949,CUST-12949,441,Default Risk,10,0.9,Very High Risk
CRED-12950,CUST-12950,691,On-Time,0,0.43,Medium Risk
CRED-12951,CUST-12951,663,Occasional Late,1,0.64,High Risk
CRED-12952,CUST-12952,691,On-Time,1,0.43,Medium Risk
CRED-12953,CUST-12953,744,On-Time,0,0.24,Medium Risk
CRED-12954,CUST-12954,657,Frequently Late,1,0.68,High Risk
CRED-12955,CUST-12955,577,Default Risk,4,0.98,Very High Risk
CRED-12956,CUST-12956,640,Frequently Late,3,0.59,High Risk
CRED-12957,CUST-12957,562,Default Risk,10,0.91,Very High Risk
CRED-12958,CUST-12958,751,On-Time,0,0.09,Low Risk
CRED-12959,CUST-12959,705,On-Time,0,0.31,Medium Risk
CRED-12960,CUST-12960,681,Occasional Late,1,0.36,Medium Risk
CRED-12961,CUST-12961,762,On-Time,0,0.12,Low Risk
CRED-12962,CUST-12962,772,On-Time,0,0.13,Low Risk
CRED-12963,CUST-12963,782,On-Time,0,0.05,Low Risk
CRED-12964,CUST-12964,701,Occasional Late,0,0.29,Medium Risk
CRED-12965,CUST-12965,611,Occasional Late,3,0.58,High Risk
CRED-12966,CUST-12966,701,On-Time,0,0.29,Medium Risk
CRED-12967,CUST-12967,703,Occasional Late,0,0.23,Medium Risk
CRED-12968,CUST-12968,751,On-Time,0,0.2,Low Risk
CRED-12969,CUST-12969,705,On-Time,0,0.35,Medium Risk
CRED-12970,CUST-12970,674,On-Time,0,0.33,Medium Risk
CRED-12971,CUST-12971,730,On-Time,0,0.35,Medium Risk
CRED-12972,CUST-12972,723,On-Time,2,0.3,Medium Risk
CRED-12973,CUST-12973,512,Default Risk,9,0.91,Very High Risk
CRED-12974,CUST-12974,641,Frequently Late,2,0.51,High Risk
CRED-12975,CUST-12975,704,On-Time,0,0.31,Medium Risk
CRED-12976,CUST-12976,641,Frequently Late,1,0.48,High Risk
CRED-12977,CUST-12977,778,On-Time,0,0.13,Low Risk
CRED-12978,CUST-12978,684,On-Time,1,0.47,Medium Risk
CRED-12979,CUST-12979,714,Occasional Late,0,0.48,Medium Risk
CRED-12980,CUST-12980,717,On-Time,0,0.25,Medium Risk
CRED-12981,CUST-12981,610,Occasional Late,1,0.54,High Risk
CRED-12982,CUST-12982,786,On-Time,0,0.23,Low Risk
CRED-12983,CUST-12983,681,On-Time,0,0.35,Medium Risk
CRED-12984,CUST-12984,723,Occasional Late,1,0.32,Medium Risk
CRED-12985,CUST-12985,727,On-Time,0,0.26,Medium Risk
CRED-12986,CUST-12986,785,On-Time,0,0.15,Low Risk
CRED-12987,CUST-12987,729,On-Time,0,0.32,Medium Risk
CRED-12988,CUST-12988,737,On-Time,0,0.48,Medium Risk
CRED-12989,CUST-12989,715,Occasional Late,0,0.35,Medium Risk
CRED-12990,CUST-12990,659,Frequently Late,2,0.49,High Risk
CRED-12991,CUST-12991,768,On-Time,0,0.08,Low Risk
CRED-12992,CUST-12992,755,On-Time,0,0.19,Low Risk
CRED-12993,CUST-12993,708,On-Time,0,0.29,Medium Risk
CRED-12994,CUST-12994,714,Occasional Late,0,0.3,Medium Risk
CRED-12995,CUST-12995,790,On-Time,0,0.07,Low Risk
CRED-12996,CUST-12996,744,Occasional Late,2,0.28,Medium Risk
CRED-12997,CUST-12997,420,Default Risk,8,0.75,Very High Risk
CRED-12998,CUST-12998,657,Occasional Late,2,0.66,High Risk
CRED-12999,CUST-12999,690,On-Time,1,0.34,Medium Risk
CRED-13000,CUST-13000,619,Frequently Late,4,0.7,High Risk
CRED-13001,CUST-13001,682,On-Time,0,0.46,Medium Risk
CRED-13002,CUST-13002,764,On-Time,0,0.21,Low Risk
CRED-13003,CUST-13003,722,On-Time,1,0.43,Medium Risk
CRED-13004,CUST-13004,649,Occasional Late,2,0.47,High Risk
CRED-13005,CUST-13005,731,Occasional Late,0,0.33,Medium Risk
CRED-13006,CUST-13006,802,On-Time,0,0.23,Low Risk
CRED-13007,CUST-13007,703,On-Time,1,0.36,Medium Risk
CRED-13008,CUST-13008,843,On-Time,0,0.13,Low Risk
CRED-13009,CUST-13009,706,Occasional Late,0,0.3,Medium Risk
CRED-13010,CUST-13010,709,Occasional Late,0,0.5,Medium Risk
CRED-13011,CUST-13011,728,On-Time,1,0.36,Medium Risk
CRED-13012,CUST-13012,633,Occasional Late,4,0.72,High Risk
CRED-13013,CUST-13013,726,Occasional Late,0,0.29,Medium Risk
CRED-13014,CUST-13014,688,Occasional Late,0,0.49,Medium Risk
CRED-13015,CUST-13015,683,On-Time,0,0.36,Medium Risk
CRED-13016,CUST-13016,759,On-Time,0,0.21,Low Risk
CRED-13017,CUST-13017,605,Occasional Late,3,0.76,High Risk
CRED-13018,CUST-13018,642,Frequently Late,3,0.8,High Risk
CRED-13019,CUST-13019,762,On-Time,0,0.21,Low Risk
CRED-13020,CUST-13020,801,On-Time,0,0.08,Low Risk
CRED-13021,CUST-13021,611,Occasional Late,4,0.64,High Risk
CRED-13022,CUST-13022,732,On-Time,1,0.24,Medium Risk
CRED-13023,CUST-13023,759,On-Time,0,0.18,Low Risk
CRED-13024,CUST-13024,625,Occasional Late,1,0.67,High Risk
CRED-13025,CUST-13025,670,On-Time,0,0.46,Medium Risk
CRED-13026,CUST-13026,713,On-Time,1,0.28,Medium Risk
CRED-13027,CUST-13027,671,On-Time,0,0.21,Medium Risk
CRED-13028,CUST-13028,745,On-Time,2,0.33,Medium Risk
CRED-13029,CUST-13029,736,On-Time,0,0.33,Medium Risk
CRED-13030,CUST-13030,811,On-Time,0,0.05,Low Risk
CRED-13031,CUST-13031,769,On-Time,0,0.24,Low Risk
CRED-13032,CUST-13032,650,Frequently Late,2,0.63,High Risk
CRED-13033,CUST-13033,678,Occasional Late,0,0.35,Medium Risk
CRED-13034,CUST-13034,770,On-Time,0,0.23,Low Risk
CRED-13035,CUST-13035,783,On-Time,0,0.08,Low Risk
CRED-13036,CUST-13036,763,On-Time,0,0.16,Low Risk
CRED-13037,CUST-13037,656,Occasional Late,3,0.73,High Risk
CRED-13038,CUST-13038,738,On-Time,2,0.38,Medium Risk
CRED-13039,CUST-13039,742,On-Time,2,0.32,Medium Risk
CRED-13040,CUST-13040,722,On-Time,2,0.25,Medium Risk
CRED-13041,CUST-13041,695,On-Time,0,0.28,Medium Risk
CRED-13042,CUST-13042,815,On-Time,0,0.19,Low Risk
CRED-13043,CUST-13043,804,On-Time,0,0.19,Low Risk
CRED-13044,CUST-13044,599,Frequently Late,3,0.84,High Risk
CRED-13045,CUST-13045,708,Occasional Late,0,0.5,Medium Risk
CRED-13046,CUST-13046,660,Frequently Late,1,0.63,High Risk
CRED-13047,CUST-13047,689,On-Time,0,0.45,Medium Risk
CRED-13048,CUST-13048,743,Occasional Late,0,0.21,Medium Risk
CRED-13049,CUST-13049,740,On-Time,0,0.32,Medium Risk
CRED-13050,CUST-13050,673,Occasional Late,0,0.49,Medium Risk
CRED-13051,CUST-13051,784,On-Time,0,0.07,Low Risk
CRED-13052,CUST-13052,674,On-Time,1,0.47,Medium Risk
CRED-13053,CUST-13053,456,Default Risk,5,0.94,Very High Risk
CRED-13054,CUST-13054,638,Frequently Late,3,0.73,High Risk
CRED-13055,CUST-13055,629,Occasional Late,4,0.66,High Risk
CRED-13056,CUST-13056,700,Occasional Late,0,0.44,Medium Risk
CRED-13057,CUST-13057,751,On-Time,0,0.16,Low Risk
CRED-13058,CUST-13058,708,On-Time,1,0.22,Medium Risk
CRED-13059,CUST-13059,724,On-Time,0,0.43,Medium Risk
CRED-13060,CUST-13060,463,Default Risk,10,0.8,Very High Risk
CRED-13061,CUST-13061,640,Occasional Late,3,0.71,High Risk
CRED-13062,CUST-13062,764,On-Time,0,0.21,Low Risk
CRED-13063,CUST-13063,658,Occasional Late,2,0.54,High Risk
CRED-13064,CUST-13064,747,On-Time,0,0.27,Medium Risk
CRED-13065,CUST-13065,818,On-Time,0,0.19,Low Risk
CRED-13066,CUST-13066,765,On-Time,0,0.1,Low Risk
CRED-13067,CUST-13067,738,On-Time,0,0.29,Medium Risk
CRED-13068,CUST-13068,802,On-Time,0,0.07,Low Risk
CRED-13069,CUST-13069,474,Default Risk,8,0.74,Very High Risk
CRED-13070,CUST-13070,836,On-Time,0,0.2,Low Risk
CRED-13071,CUST-13071,716,On-Time,0,0.23,Medium Risk
CRED-13072,CUST-13072,703,On-Time,1,0.44,Medium Risk
CRED-13073,CUST-13073,750,On-Time,1,0.16,Low Risk
CRED-13074,CUST-13074,742,On-Time,0,0.46,Medium Risk
CRED-13075,CUST-13075,737,On-Time,0,0.36,Medium Risk
CRED-13076,CUST-13076,704,On-Time,1,0.37,Medium Risk
CRED-13077,CUST-13077,669,Occasional Late,1,0.51,High Risk
CRED-13078,CUST-13078,490,Frequently Late,4,0.98,Very High Risk
CRED-13079,CUST-13079,618,Occasional Late,4,0.78,High Risk
CRED-13080,CUST-13080,632,Occasional Late,4,0.85,High Risk
CRED-13081,CUST-13081,670,On-Time,0,0.33,Medium Risk
CRED-13082,CUST-13082,762,On-Time,0,0.18,Low Risk
CRED-13083,CUST-13083,666,Occasional Late,3,0.73,High Risk
CRED-13084,CUST-13084,695,On-Time,0,0.37,Medium Risk
CRED-13085,CUST-13085,686,On-Time,0,0.45,Medium Risk
CRED-13086,CUST-13086,764,On-Time,0,0.11,Low Risk
CRED-13087,CUST-13087,596,Frequently Late,2,0.78,High Risk
CRED-13088,CUST-13088,748,On-Time,1,0.46,Medium Risk
CRED-13089,CUST-13089,561,Default Risk,11,0.9,Very High Risk
CRED-13090,CUST-13090,745,Occasional Late,0,0.42,Medium Risk
CRED-13091,CUST-13091,598,Occasional Late,3,0.71,High Risk
CRED-13092,CUST-13092,677,Occasional Late,0,0.3,Medium Risk
CRED-13093,CUST-13093,712,Occasional Late,2,0.34,Medium Risk
CRED-13094,CUST-13094,739,Occasional Late,0,0.28,Medium Risk
CRED-13095,CUST-13095,649,Occasional Late,4,0.63,High Risk
CRED-13096,CUST-13096,598,Frequently Late,1,0.49,High Risk
CRED-13097,CUST-13097,714,On-Time,0,0.32,Medium Risk
CRED-13098,CUST-13098,731,On-Time,0,0.48,Medium Risk
CRED-13099,CUST-13099,669,Occasional Late,2,0.8,High Risk
CRED-13100,CUST-13100,740,On-Time,0,0.46,Medium Risk
CRED-13101,CUST-13101,760,On-Time,0,0.15,Low Risk
CRED-13102,CUST-13102,641,Frequently Late,4,0.75,High Risk
CRED-13103,CUST-13103,702,On-Time,1,0.28,Medium Risk
CRED-13104,CUST-13104,578,Default Risk,5,0.75,Very High Risk
CRED-13105,CUST-13105,735,On-Time,0,0.23,Medium Risk
CRED-13106,CUST-13106,539,Default Risk,11,0.88,Very High Risk
CRED-13107,CUST-13107,659,Frequently Late,2,0.47,High Risk
CRED-13108,CUST-13108,760,On-Time,0,0.13,Low Risk
CRED-13109,CUST-13109,753,On-Time,0,0.19,Low Risk
CRED-13110,CUST-13110,662,Occasional Late,2,0.78,High Risk
CRED-13111,CUST-13111,711,On-Time,0,0.25,Medium Risk
CRED-13112,CUST-13112,419,Default Risk,7,0.85,Very High Risk
CRED-13113,CUST-13113,667,Occasional Late,4,0.59,High Risk
CRED-13114,CUST-13114,747,Occasional Late,0,0.2,Medium Risk
CRED-13115,CUST-13115,673,On-Time,0,0.29,Medium Risk
CRED-13116,CUST-13116,715,On-Time,0,0.25,Medium Risk
CRED-13117,CUST-13117,518,Frequently Late,5,0.95,Very High Risk
CRED-13118,CUST-13118,570,Default Risk,11,0.85,Very High Risk
CRED-13119,CUST-13119,712,On-Time,0,0.48,Medium Risk
CRED-13120,CUST-13120,802,On-Time,0,0.23,Low Risk
CRED-13121,CUST-13121,665,Frequently Late,3,0.82,High Risk
CRED-13122,CUST-13122,784,On-Time,1,0.18,Low Risk
CRED-13123,CUST-13123,706,Occasional Late,1,0.26,Medium Risk
CRED-13124,CUST-13124,547,Default Risk,8,0.8,Very High Risk
CRED-13125,CUST-13125,695,On-Time,1,0.49,Medium Risk
CRED-13126,CUST-13126,736,On-Time,2,0.44,Medium Risk
CRED-13127,CUST-13127,697,Occasional Late,2,0.29,Medium Risk
CRED-13128,CUST-13128,777,On-Time,0,0.24,Low Risk
CRED-13129,CUST-13129,743,On-Time,0,0.31,Medium Risk
CRED-13130,CUST-13130,524,Frequently Late,5,0.92,Very High Risk
CRED-13131,CUST-13131,650,Frequently Late,2,0.45,High Risk
CRED-13132,CUST-13132,675,On-Time,0,0.25,Medium Risk
CRED-13133,CUST-13133,758,On-Time,0,0.2,Low Risk
CRED-13134,CUST-13134,634,Frequently Late,1,0.72,High Risk
CRED-13135,CUST-13135,666,Frequently Late,1,0.62,High Risk
CRED-13136,CUST-13136,741,On-Time,0,0.22,Medium Risk
CRED-13137,CUST-13137,730,On-Time,0,0.21,Medium Risk
CRED-13138,CUST-13138,640,Frequently Late,4,0.58,High Risk
CRED-13139,CUST-13139,760,On-Time,0,0.22,Low Risk
CRED-13140,CUST-13140,707,On-Time,0,0.32,Medium Risk
CRED-13141,CUST-13141,672,Occasional Late,0,0.39,Medium Risk
CRED-13142,CUST-13142,714,On-Time,2,0.36,Medium Risk
CRED-13143,CUST-13143,638,Frequently Late,2,0.7,High Risk
CRED-13144,CUST-13144,748,On-Time,1,0.3,Medium Risk
CRED-13145,CUST-13145,762,On-Time,0,0.2,Low Risk
CRED-13146,CUST-13146,750,On-Time,0,0.24,Low Risk
CRED-13147,CUST-13147,727,Occasional Late,0,0.32,Medium Risk
CRED-13148,CUST-13148,576,Default Risk,5,0.83,Very High Risk
CRED-13149,CUST-13149,650,Occasional Late,1,0.7,High Risk
CRED-13150,CUST-13150,669,Frequently Late,1,0.48,High Risk
CRED-13151,CUST-13151,749,On-Time,0,0.49,Medium Risk
CRED-13152,CUST-13152,652,Occasional Late,2,0.73,High Risk
CRED-13153,CUST-13153,708,Occasional Late,1,0.27,Medium Risk
CRED-13154,CUST-13154,768,On-Time,0,0.14,Low Risk
CRED-13155,CUST-13155,629,Frequently Late,1,0.84,High Risk
CRED-13156,CUST-13156,702,On-Time,0,0.42,Medium Risk
CRED-13157,CUST-13157,800,On-Time,0,0.2,Low Risk
CRED-13158,CUST-13158,674,On-Time,0,0.29,Medium Risk
CRED-13159,CUST-13159,678,On-Time,0,0.32,Medium Risk
CRED-13160,CUST-13160,754,On-Time,0,0.07,Low Risk
CRED-13161,CUST-13161,751,On-Time,0,0.08,Low Risk
CRED-13162,CUST-13162,713,On-Time,0,0.27,Medium Risk
CRED-13163,CUST-13163,730,On-Time,0,0.43,Medium Risk
CRED-13164,CUST-13164,757,On-Time,0,0.18,Low Risk
CRED-13165,CUST-13165,690,On-Time,0,0.48,Medium Risk
CRED-13166,CUST-13166,681,On-Time,0,0.48,Medium Risk
CRED-13167,CUST-13167,613,Frequently Late,2,0.69,High Risk
CRED-13168,CUST-13168,717,On-Time,0,0.48,Medium Risk
CRED-13169,CUST-13169,653,Occasional Late,1,0.55,High Risk
CRED-13170,CUST-13170,702,On-Time,0,0.43,Medium Risk
CRED-13171,CUST-13171,713,On-Time,0,0.23,Medium Risk
CRED-13172,CUST-13172,743,Occasional Late,0,0.27,Medium Risk
CRED-13173,CUST-13173,711,On-Time,0,0.43,Medium Risk
CRED-13174,CUST-13174,458,Default Risk,7,0.78,Very High Risk
CRED-13175,CUST-13175,761,On-Time,0,0.25,Low Risk
CRED-13176,CUST-13176,779,On-Time,0,0.15,Low Risk
CRED-13177,CUST-13177,651,Frequently Late,1,0.63,High Risk
CRED-13178,CUST-13178,806,On-Time,0,0.08,Low Risk
CRED-13179,CUST-13179,713,Occasional Late,0,0.46,Medium Risk
CRED-13180,CUST-13180,775,On-Time,0,0.22,Low Risk
CRED-13181,CUST-13181,713,On-Time,0,0.22,Medium Risk
CRED-13182,CUST-13182,634,Frequently Late,2,0.52,High Risk
CRED-13183,CUST-13183,680,On-Time,0,0.2,Medium Risk
CRED-13184,CUST-13184,732,On-Time,2,0.42,Medium Risk
CRED-13185,CUST-13185,620,Frequently Late,2,0.62,High Risk
CRED-13186,CUST-13186,638,Occasional Late,4,0.48,High Risk
CRED-13187,CUST-13187,738,Occasional Late,0,0.29,Medium Risk
CRED-13188,CUST-13188,704,Occasional Late,0,0.45,Medium Risk
CRED-13189,CUST-13189,717,On-Time,0,0.48,Medium Risk
CRED-13190,CUST-13190,724,Occasional Late,0,0.31,Medium Risk
CRED-13191,CUST-13191,670,Occasional Late,0,0.31,Medium Risk
CRED-13192,CUST-13192,742,On-Time,0,0.38,Medium Risk
CRED-13193,CUST-13193,723,On-Time,1,0.39,Medium Risk
CRED-13194,CUST-13194,759,On-Time,0,0.07,Low Risk
CRED-13195,CUST-13195,745,On-Time,0,0.44,Medium Risk
CRED-13196,CUST-13196,707,Occasional Late,0,0.22,Medium Risk
CRED-13197,CUST-13197,761,On-Time,0,0.09,Low Risk
CRED-13198,CUST-13198,715,On-Time,1,0.47,Medium Risk
CRED-13199,CUST-13199,789,On-Time,0,0.19,Low Risk
CRED-13200,CUST-13200,762,On-Time,0,0.14,Low Risk
CRED-13201,CUST-13201,693,On-Time,0,0.37,Medium Risk
CRED-13202,CUST-13202,469,Default Risk,8,0.85,Very High Risk
CRED-13203,CUST-13203,731,On-Time,1,0.43,Medium Risk
CRED-13204,CUST-13204,696,On-Time,1,0.47,Medium Risk
CRED-13205,CUST-13205,654,Occasional Late,2,0.82,High Risk
CRED-13206,CUST-13206,741,Occasional Late,0,0.44,Medium Risk
CRED-13207,CUST-13207,618,Occasional Late,3,0.69,High Risk
CRED-13208,CUST-13208,739,On-Time,2,0.29,Medium Risk
CRED-13209,CUST-13209,783,On-Time,0,0.22,Low Risk
CRED-13210,CUST-13210,734,On-Time,0,0.28,Medium Risk
CRED-13211,CUST-13211,612,Occasional Late,3,0.83,High Risk
CRED-13212,CUST-13212,726,On-Time,0,0.46,Medium Risk
CRED-13213,CUST-13213,783,On-Time,1,0.14,Low Risk
CRED-13214,CUST-13214,702,On-Time,1,0.39,Medium Risk
CRED-13215,CUST-13215,720,Occasional Late,0,0.25,Medium Risk
CRED-13216,CUST-13216,682,On-Time,0,0.3,Medium Risk
CRED-13217,CUST-13217,601,Frequently Late,3,0.83,High Risk
CRED-13218,CUST-13218,629,Occasional Late,1,0.48,High Risk
CRED-13219,CUST-13219,692,On-Time,0,0.31,Medium Risk
CRED-13220,CUST-13220,681,Occasional Late,1,0.43,Medium Risk
CRED-13221,CUST-13221,703,On-Time,0,0.28,Medium Risk
CRED-13222,CUST-13222,744,Occasional Late,0,0.25,Medium Risk
CRED-13223,CUST-13223,713,On-Time,0,0.39,Medium Risk
CRED-13224,CUST-13224,700,On-Time,0,0.36,Medium Risk
CRED-13225,CUST-13225,680,Occasional Late,0,0.49,Medium Risk
