customer_id,age,age_group,gender,education,employment_status,marital_status,city_tier,occupation,customer_since,customer_tenure_years,income_id,monthly_income,annual_income,income_source,income_stability,income_band,expense_id,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,total_monthly_expense,expense_to_income_ratio,disposable_income,savings_id,monthly_savings,savings_balance,savings_rate,emergency_fund_status,net_savings_capacity,savings_behavior_tier,debt_id,credit_card_debt,personal_loan,education_loan,vehicle_loan,mortgage,total_debt,debt_to_income_ratio,credit_id,credit_score,payment_behavior,missed_payments,credit_utilization,credit_risk_category,debt_risk_tier,total_transactions,total_transaction_amount,avg_transaction_amount,last_transaction_date,total_products,active_products,customer_segment
CUST-11822,24,18-24,Female,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2022-02-17,3.87,INC-11822,4598.98,55187.76,Salary,Medium,Middle ($2.5k-$6k),EXP-11822,1633.04,685.08,462.85,284.99,321.5,253.62,147.17,3788.25,0.8237,810.73,SAV-11822,433.66,25162.06,0.0943,Fully Funded,377.07,Moderate Saver,DEBT-11822,379.5,0.0,5510.67,0.0,0.0,5890.17,0.0154,CRED-11822,722,On-Time,0,0.39,Medium Risk,Moderate Risk,5,660.0,132.0,2024-12-06 00:00:00,2,1,Emerging Customers
CUST-11823,74,65+,Non-Binary,Bachelor'S,Retired,Single,Tier 3,Retired,2019-09-24,6.27,INC-11823,12991.97,155903.64,Pension/Government,High,High (>$10k),EXP-11823,2510.62,2248.89,809.6,878.21,1225.37,806.3,702.69,9181.68,0.7067,3810.29,SAV-11823,3086.59,163663.28,0.2376,Fully Funded,723.7,Excellent Saver,DEBT-11823,12090.87,0.0,0.0,0.0,0.0,12090.87,0.0112,CRED-11823,698,On-Time,0,0.45,Medium Risk,Moderate Risk,6,3693.38,615.56,2024-09-26 00:00:00,2,2,Emerging Customers
CUST-11824,56,50-64,Female,Associate,Employed,Married,Tier 2,Management/Executive,2019-09-14,6.3,INC-11824,8777.12,105325.44,Salary,Medium,Upper-Middle ($6k-$10k),EXP-11824,2578.16,1473.06,525.89,469.44,742.27,577.56,454.15,6820.53,0.7771,1956.59,SAV-11824,1360.37,78520.58,0.155,Fully Funded,596.22,Healthy Saver,DEBT-11824,0.0,11090.79,0.0,30095.89,0.0,41186.68,0.0563,CRED-11824,690,On-Time,0,0.39,Medium Risk,Moderate Risk,3,827.43,275.81,2024-03-04 00:00:00,3,3,Emerging Customers
CUST-11825,36,35-49,Female,Associate,Employed,Married,Tier 3,Healthcare,2022-06-04,3.58,INC-11825,5214.21,62570.52,Salary,High,Middle ($2.5k-$6k),EXP-11825,1130.31,777.42,376.34,244.77,398.24,297.56,210.64,3435.28,0.6588,1778.93,SAV-11825,1182.19,64852.65,0.2267,Fully Funded,596.74,Excellent Saver,DEBT-11825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-11825,808,On-Time,0,0.19,Low Risk,Low Risk,9,4259.72,473.3,2025-09-22 00:00:00,2,1,Disciplined Savers
CUST-11826,23,18-24,Male,Master'S,Unemployed,Married,Tier 1,Unemployed,2024-06-11,1.56,INC-11826,1357.82,16293.84,Government Support,Low,Low (<$2.5k),EXP-11826,525.58,207.85,91.28,46.74,62.04,75.21,51.38,1060.08,0.7807,297.74,SAV-11826,148.18,2865.68,0.1091,Low,149.56,Moderate Saver,DEBT-11826,0.0,0.0,7753.37,19749.45,0.0,27502.82,0.2431,CRED-11826,695,On-Time,1,0.45,Medium Risk,High Risk,6,881.58,146.93,2025-12-15 00:00:00,3,2,Emerging Customers
CUST-11827,60,50-64,Female,Bachelor'S,Employed,Married,Tier 2,Trades/Manufacturing,2023-08-13,2.38,INC-11827,5990.62,71887.44,Salary,High,Middle ($2.5k-$6k),EXP-11827,1873.38,930.36,341.07,417.67,578.03,304.83,164.95,4610.29,0.7696,1380.33,SAV-11827,1034.05,20972.34,0.1726,Partially Funded,346.28,Healthy Saver,DEBT-11827,6196.45,0.0,0.0,0.0,0.0,6196.45,0.0124,CRED-11827,758,On-Time,0,0.22,Low Risk,Low Risk,8,1063.89,132.99,2025-11-23 00:00:00,1,1,Emerging Customers
CUST-11828,46,35-49,Male,Bachelor'S,Employed,Married,Tier 1,Healthcare,2019-05-25,6.6,INC-11828,5571.83,66861.96,Salary,High,Middle ($2.5k-$6k),EXP-11828,1689.63,706.38,560.25,379.3,490.32,287.62,118.77,4232.27,0.7596,1339.56,SAV-11828,1014.04,95141.56,0.182,Fully Funded,325.52,Healthy Saver,DEBT-11828,0.0,0.0,0.0,14352.05,0.0,14352.05,0.0309,CRED-11828,804,On-Time,0,0.13,Low Risk,Low Risk,4,1447.86,361.96,2025-04-03 00:00:00,2,2,Emerging Customers
CUST-11829,60,50-64,Male,Bachelor'S,Employed,Single,Tier 1,Retail/Hospitality,2021-06-15,4.54,INC-11829,6207.13,74485.56,Salary,Medium,Upper-Middle ($6k-$10k),EXP-11829,1895.8,1072.04,602.16,364.32,456.81,398.34,349.99,5139.46,0.828,1067.67,SAV-11829,597.5,35168.66,0.0963,Fully Funded,470.17,Moderate Saver,DEBT-11829,1632.08,0.0,0.0,0.0,0.0,1632.08,0.0032,CRED-11829,668,Frequently Late,1,0.63,High Risk,High Risk,2,335.94,167.97,2024-02-19 00:00:00,3,2,Emerging Customers
CUST-11830,56,50-64,Female,High School,Employed,Married,Tier 3,Software/Tech,2020-08-12,5.39,INC-11830,6001.61,72019.32,Salary,High,Upper-Middle ($6k-$10k),EXP-11830,1365.27,926.9,532.68,358.53,322.53,375.42,205.73,4087.06,0.681,1914.55,SAV-11830,1253.44,80914.58,0.2089,Fully Funded,661.11,Excellent Saver,DEBT-11830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-11830,734,Occasional Late,2,0.39,Medium Risk,High Risk,6,2430.9,405.15,2025-02-04 00:00:00,1,1,Emerging Customers
CUST-11831,19,18-24,Male,Master'S,Student,Married,Tier 2,Student,2021-07-19,4.45,INC-11831,1230.33,14763.96,Family,Low,Low (<$2.5k),EXP-11831,342.75,178.24,118.99,74.95,67.69,77.02,64.93,924.57,0.7515,305.76,SAV-11831,209.9,9831.79,0.1706,Fully Funded,95.86,Healthy Saver,DEBT-11831,172.51,0.0,0.0,0.0,0.0,172.51,0.0017,CRED-11831,797,On-Time,0,0.11,Low Risk,Low Risk,3,236.9,78.97,2023-12-29 00:00:00,1,1,Low-Engagement Customers
CUST-11832,36,35-49,Male,Bachelor'S,Employed,Single,Tier 2,Management/Executive,2018-11-18,7.12,INC-11832,5904.96,70859.52,Salary,High,Middle ($2.5k-$6k),EXP-11832,1875.36,789.95,362.55,327.35,346.85,401.93,347.54,4451.53,0.7539,1453.43,SAV-11832,611.56,58392.25,0.1036,Fully Funded,841.87,Moderate Saver,DEBT-11832,10982.57,0.0,0.0,14325.79,400993.81,426302.17,0.8663,CRED-11832,526,Default Risk,7,0.92,Very High Risk,Critical Risk,7,3295.36,470.77,2025-10-12 00:00:00,2,2,Debt-Burdened
CUST-11833,21,18-24,Female,Bachelor'S,Employed,Divorced,Tier 3,Finance/Banking,2024-10-23,1.19,INC-11833,6791.78,81501.36,Salary,High,Upper-Middle ($6k-$10k),EXP-11833,1522.51,939.82,667.0,220.16,356.84,413.16,252.0,4371.49,0.6436,2420.29,SAV-11833,1414.14,18997.42,0.2082,Partially Funded,1006.15,Healthy Saver,DEBT-11833,8968.49,0.0,0.0,0.0,0.0,8968.49,0.0158,CRED-11833,763,On-Time,0,0.21,Low Risk,Low Risk,10,2006.62,200.66,2025-12-03 00:00:00,3,2,Financially Strong
CUST-11834,75,65+,Male,Master'S,Retired,Married,Tier 2,Retired,2023-11-04,2.16,INC-11834,11492.61,137911.32,Pension/Government,High,High (>$10k),EXP-11834,3090.7,1530.86,827.46,782.28,1105.97,744.7,422.04,8504.01,0.74,2988.6,SAV-11834,1436.67,38796.13,0.125,Partially Funded,1551.93,Moderate Saver,DEBT-11834,0.0,0.0,0.0,9545.27,0.0,9545.27,0.01,CRED-11834,677,On-Time,1,0.37,Medium Risk,High Risk,11,5889.46,535.41,2025-12-10 00:00:00,4,4,High-Income High-Spenders
CUST-11835,23,18-24,Male,High School,Employed,Single,Tier 2,Education,2022-03-30,3.76,INC-11835,2704.18,32450.16,Salary,High,Middle ($2.5k-$6k),EXP-11835,790.78,327.16,193.75,132.29,181.27,153.04,111.13,1889.42,0.6987,814.76,SAV-11835,425.26,18039.41,0.1573,Fully Funded,389.5,Healthy Saver,DEBT-11835,0.0,7544.92,0.0,0.0,0.0,7544.92,0.0335,CRED-11835,803,On-Time,0,0.11,Low Risk,Low Risk,8,3075.33,384.42,2024-08-17 00:00:00,2,1,Emerging Customers
CUST-11836,66,65+,Male,Bachelor'S,Retired,Married,Tier 2,Retired,2020-12-28,5.01,INC-11836,7718.36,92620.32,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-11836,2391.81,1342.8,516.7,442.47,751.71,412.57,366.53,6224.59,0.8065,1493.77,SAV-11836,740.01,34505.14,0.0959,Partially Funded,753.76,Moderate Saver,DEBT-11836,10070.65,22872.09,0.0,31527.66,0.0,64470.4,0.1002,CRED-11836,708,On-Time,0,0.46,Medium Risk,Moderate Risk,2,1271.11,635.56,2023-02-23 00:00:00,3,3,High-Income High-Spenders
CUST-11837,74,65+,Male,Doctorate,Retired,Widowed,Tier 1,Retired,2021-03-24,4.77,INC-11837,7207.48,86489.76,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-11837,2728.16,1012.62,661.36,425.74,344.93,462.67,226.05,5861.53,0.8133,1345.95,SAV-11837,946.62,48866.74,0.1313,Fully Funded,399.33,Moderate Saver,DEBT-11837,4274.54,24677.45,0.0,0.0,0.0,28951.99,0.0482,CRED-11837,681,Occasional Late,1,0.2,Medium Risk,High Risk,9,2880.21,320.02,2025-11-23 00:00:00,1,1,Emerging Customers
CUST-11838,54,50-64,Male,Associate,Employed,Single,Tier 1,Education,2023-01-13,2.97,INC-11838,4526.0,54312.0,Salary,Medium,Middle ($2.5k-$6k),EXP-11838,1733.07,574.11,314.34,202.83,454.9,267.03,152.8,3699.08,0.8173,826.92,SAV-11838,363.57,15228.42,0.0803,Partially Funded,463.35,Moderate Saver,DEBT-11838,2375.89,7682.29,0.0,0.0,0.0,10058.18,0.0267,CRED-11838,672,On-Time,0,0.46,Medium Risk,Moderate Risk,4,894.82,223.7,2025-04-02 00:00:00,3,2,Emerging Customers
CUST-11839,45,35-49,Female,High School,Unemployed,Divorced,Tier 2,Unemployed,2019-04-09,6.73,INC-11839,1271.11,15253.32,Government Support,Low,Low (<$2.5k),EXP-11839,343.81,165.87,127.77,49.31,100.49,91.13,73.45,951.83,0.7488,319.28,SAV-11839,197.62,17068.26,0.1555,Fully Funded,121.66,Healthy Saver,DEBT-11839,2424.64,2848.84,0.0,30621.49,0.0,35894.97,0.3389,CRED-11839,650,Occasional Late,2,0.79,High Risk,High Risk,4,540.4,135.1,2023-06-15 00:00:00,3,1,Emerging Customers
CUST-11840,47,35-49,Male,Bachelor'S,Employed,Married,Tier 3,Education,2023-02-03,2.91,INC-11840,5548.08,66576.96,Salary,High,Middle ($2.5k-$6k),EXP-11840,1177.19,721.96,371.98,229.81,503.21,386.11,201.26,3591.52,0.6473,1956.56,SAV-11840,1465.36,62876.83,0.2641,Fully Funded,491.2,Excellent Saver,DEBT-11840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-11840,757,On-Time,0,0.1,Low Risk,Low Risk,8,2557.91,319.74,2025-08-19 00:00:00,1,1,Disciplined Savers
CUST-11841,24,18-24,Female,High School,Employed,Married,Tier 2,Education,2021-01-15,4.96,INC-11841,1740.82,20889.84,Salary,High,Low (<$2.5k),EXP-11841,532.14,248.06,164.45,87.92,121.0,88.02,81.45,1323.04,0.76,417.78,SAV-11841,279.17,17403.68,0.1604,Fully Funded,138.61,Healthy Saver,DEBT-11841,3213.59,0.0,0.0,0.0,0.0,3213.59,0.0222,CRED-11841,774,On-Time,0,0.11,Low Risk,Low Risk,2,57.05,28.52,2023-01-18 00:00:00,1,1,Low-Engagement Customers
CUST-11842,26,25-34,Male,Master'S,Employed,Widowed,Tier 2,Software/Tech,2024-03-20,1.78,INC-11842,13108.16,157297.92,Salary,Medium,High (>$10k),EXP-11842,3530.57,1680.63,888.97,872.85,985.42,845.78,459.36,9263.58,0.7067,3844.58,SAV-11842,1889.66,47464.76,0.1442,Partially Funded,1954.92,Moderate Saver,DEBT-11842,19457.66,0.0,41973.38,0.0,0.0,61431.04,0.0562,CRED-11842,719,Occasional Late,0,0.26,Medium Risk,Moderate Risk,7,2680.01,382.86,2025-05-03 00:00:00,2,1,High-Income High-Spenders
CUST-11843,42,35-49,Female,High School,Employed,Single,Tier 2,Education,2020-11-16,5.12,INC-11843,5202.63,62431.56,Salary,High,Middle ($2.5k-$6k),EXP-11843,1295.34,676.86,386.38,219.94,391.79,252.56,182.66,3405.53,0.6546,1797.1,SAV-11843,1377.24,93867.21,0.2647,Fully Funded,419.86,Excellent Saver,DEBT-11843,7497.74,0.0,0.0,0.0,0.0,7497.74,0.0173,CRED-11843,699,On-Time,0,0.23,Medium Risk,Moderate Risk,8,4974.41,621.8,2025-10-03 00:00:00,2,2,Disciplined Savers
CUST-11844,50,50-64,Female,Bachelor'S,Employed,Single,Tier 2,Trades/Manufacturing,2018-04-14,7.72,INC-11844,4413.59,52963.08,Salary,High,Middle ($2.5k-$6k),EXP-11844,1331.97,702.21,440.82,255.94,446.09,240.28,176.78,3594.09,0.8143,819.5,SAV-11844,557.12,55233.03,0.1262,Fully Funded,262.38,Moderate Saver,DEBT-11844,0.0,0.0,0.0,0.0,322575.75,322575.75,0.877,CRED-11844,541,Default Risk,7,0.91,Very High Risk,Critical Risk,6,2493.19,415.53,2025-10-05 00:00:00,1,1,Debt-Burdened
CUST-11845,18,18-24,Female,Associate,Student,Single,Tier 1,Student,2020-08-12,5.39,INC-11845,628.32,7539.84,Government Support,Low,Low (<$2.5k),EXP-11845,217.93,100.0,50.0,30.0,64.43,40.0,28.83,531.19,0.8454,97.13,SAV-11845,70.37,4118.5,0.112,Fully Funded,26.76,Moderate Saver,DEBT-11845,566.98,24655.47,0.0,0.0,0.0,25222.45,0.4817,CRED-11845,679,On-Time,2,0.21,Medium Risk,High Risk,5,2315.95,463.19,2025-03-03 00:00:00,2,2,Debt-Burdened
CUST-11846,68,65+,Female,High School,Retired,Married,Tier 3,Retired,2018-02-28,7.84,INC-11846,3335.7,40028.4,Investment,Medium,Middle ($2.5k-$6k),EXP-11846,773.03,529.43,246.2,214.53,136.18,169.03,160.47,2228.87,0.6682,1106.83,SAV-11846,534.06,60497.66,0.1601,Fully Funded,572.77,Healthy Saver,DEBT-11846,2667.97,24815.96,0.0,0.0,0.0,27483.93,0.0989,CRED-11846,699,On-Time,2,0.25,Medium Risk,High Risk,5,2186.58,437.32,2025-08-17 00:00:00,2,2,Emerging Customers
CUST-11847,23,18-24,Female,Master'S,Employed,Single,Tier 2,Retail/Hospitality,2018-03-20,7.78,INC-11847,4052.06,48624.72,Salary,High,Middle ($2.5k-$6k),EXP-11847,1161.93,592.06,384.46,200.56,350.04,286.33,145.05,3120.43,0.7701,931.63,SAV-11847,663.23,80086.28,0.1637,Fully Funded,268.4,Healthy Saver,DEBT-11847,4969.71,4148.95,0.0,0.0,0.0,9118.66,0.027,CRED-11847,669,Occasional Late,3,0.77,High Risk,Critical Risk,7,2036.72,290.96,2025-02-09 00:00:00,1,1,Credit-Risk Customers
CUST-11848,35,35-49,Male,Bachelor'S,Employed,Single,Tier 3,Finance/Banking,2024-01-09,1.98,INC-11848,9003.12,108037.44,Salary,High,Upper-Middle ($6k-$10k),EXP-11848,1850.68,1510.78,841.18,629.37,495.27,560.9,339.86,6228.04,0.6918,2775.08,SAV-11848,2226.81,49629.41,0.2473,Fully Funded,548.27,Excellent Saver,DEBT-11848,9117.0,0.0,0.0,34539.92,0.0,43656.92,0.0582,CRED-11848,748,Occasional Late,1,0.28,Medium Risk,High Risk,5,1420.81,284.16,2025-12-22 00:00:00,1,1,Financially Strong
CUST-11849,27,25-34,Female,Associate,Employed,Married,Tier 1,Trades/Manufacturing,2021-01-27,4.93,INC-11849,2573.18,30878.16,Salary,High,Middle ($2.5k-$6k),EXP-11849,1015.83,458.53,230.21,107.76,168.93,133.82,106.64,2221.72,0.8634,351.46,SAV-11849,188.57,10970.69,0.0733,Partially Funded,162.89,Moderate Saver,DEBT-11849,1946.12,0.0,0.0,0.0,0.0,1946.12,0.0091,CRED-11849,703,On-Time,0,0.35,Medium Risk,Moderate Risk,4,3222.27,805.57,2025-06-10 00:00:00,2,2,Emerging Customers
CUST-11850,45,35-49,Female,Associate,Employed,Single,Tier 1,Retail/Hospitality,2018-05-21,7.61,INC-11850,2687.76,32253.12,Salary,Medium,Middle ($2.5k-$6k),EXP-11850,958.4,385.73,183.98,147.27,274.47,154.65,67.07,2171.57,0.8079,516.19,SAV-11850,257.73,18235.5,0.0959,Fully Funded,258.46,Moderate Saver,DEBT-11850,3521.79,0.0,0.0,0.0,0.0,3521.79,0.0157,CRED-11850,677,On-Time,0,0.4,Medium Risk,Moderate Risk,5,1822.49,364.5,2023-12-26 00:00:00,3,3,Emerging Customers
CUST-11851,28,25-34,Male,Bachelor'S,Employed,Single,Tier 1,Retail/Hospitality,2020-06-28,5.51,INC-11851,3452.27,41427.24,Salary,Medium,Middle ($2.5k-$6k),EXP-11851,1124.24,581.79,285.07,146.7,214.84,174.89,145.73,2673.26,0.7743,779.01,SAV-11851,418.38,32872.91,0.1212,Fully Funded,360.63,Moderate Saver,DEBT-11851,1756.01,0.0,0.0,0.0,0.0,1756.01,0.0061,CRED-11851,652,Occasional Late,4,0.71,High Risk,Critical Risk,8,3190.18,398.77,2025-11-01 00:00:00,2,2,Credit-Risk Customers
CUST-11852,50,50-64,Male,Master'S,Employed,Single,Tier 3,Software/Tech,2020-08-23,5.36,INC-11852,9743.25,116919.0,Salary,High,Upper-Middle ($6k-$10k),EXP-11852,2431.26,1591.3,837.13,362.12,1013.65,607.41,470.9,7313.77,0.7506,2429.48,SAV-11852,1986.74,99342.57,0.2039,Fully Funded,442.74,Excellent Saver,DEBT-11852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRED-11852,753,On-Time,0,0.1,Low Risk,Low Risk,6,2634.64,439.11,2025-08-20 00:00:00,3,3,Financially Strong
CUST-11853,18,18-24,Male,Bachelor'S,Student,Married,Tier 3,Student,2018-04-06,7.74,INC-11853,1019.5,12234.0,Government Support,Low,Low (<$2.5k),EXP-11853,229.66,148.91,93.28,51.89,41.7,52.5,58.53,676.47,0.6635,343.03,SAV-11853,240.32,17107.49,0.2357,Fully Funded,102.71,Excellent Saver,DEBT-11853,1284.6,0.0,8117.75,0.0,0.0,9402.35,0.1107,CRED-11853,714,Occasional Late,0,0.25,Medium Risk,Moderate Risk,6,930.46,155.08,2025-03-02 00:00:00,4,4,Disciplined Savers
CUST-11854,30,25-34,Female,Bachelor'S,Employed,Divorced,Tier 2,Retail/Hospitality,2018-08-01,7.42,INC-11854,4003.67,48044.04,Salary,High,Middle ($2.5k-$6k),EXP-11854,1288.4,579.54,293.07,257.33,371.28,211.44,135.37,3136.43,0.7834,867.24,SAV-11854,724.19,59830.45,0.1809,Fully Funded,143.05,Healthy Saver,DEBT-11854,4557.94,13173.66,29185.36,0.0,422393.31,469310.27,1.4066,CRED-11854,474,Frequently Late,11,0.76,Very High Risk,Critical Risk,4,3070.35,767.59,2025-01-17 00:00:00,2,2,Debt-Burdened
CUST-11855,54,50-64,Male,High School,Employed,Married,Tier 2,Healthcare,2021-03-27,4.76,INC-11855,7089.91,85078.92,Salary,High,Upper-Middle ($6k-$10k),EXP-11855,1773.37,871.41,622.82,289.52,331.54,487.9,207.74,4584.3,0.6466,2505.61,SAV-11855,2002.44,90583.5,0.2824,Fully Funded,503.17,Excellent Saver,DEBT-11855,2081.78,0.0,0.0,0.0,0.0,2081.78,0.0035,CRED-11855,769,On-Time,0,0.13,Low Risk,Low Risk,4,3632.48,908.12,2025-07-01 00:00:00,1,1,Financially Strong
CUST-11856,37,35-49,Male,Master'S,Employed,Single,Tier 1,Finance/Banking,2019-12-27,6.01,INC-11856,8286.58,99438.96,Salary,High,Upper-Middle ($6k-$10k),EXP-11856,3126.74,1437.34,798.5,422.78,557.32,512.29,296.54,7151.51,0.863,1135.07,SAV-11856,874.91,76168.27,0.1056,Fully Funded,260.16,Moderate Saver,DEBT-11856,10686.47,0.0,0.0,13966.92,396023.58,420676.97,0.6092,CRED-11856,530,Frequently Late,5,0.78,Very High Risk,Critical Risk,3,1527.52,509.17,2024-08-01 00:00:00,1,1,High-Income High-Spenders
CUST-11857,18,18-24,Male,Bachelor'S,Student,Married,Tier 2,Student,2024-08-23,1.36,INC-11857,1425.19,17102.28,Government Support,Low,Low (<$2.5k),EXP-11857,442.03,187.85,110.0,56.73,140.55,99.06,62.21,1098.43,0.7707,326.76,SAV-11857,164.31,3511.05,0.1153,Partially Funded,162.45,Moderate Saver,DEBT-11857,1485.26,0.0,40307.76,0.0,0.0,41793.02,0.3519,CRED-11857,618,Frequently Late,1,0.84,High Risk,High Risk,8,6974.11,871.76,2025-12-18 00:00:00,2,2,Emerging Customers
CUST-11858,69,65+,Female,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2019-12-07,6.07,INC-11858,11988.91,143866.92,Salary,High,High (>$10k),EXP-11858,3180.95,1579.14,1045.81,476.84,1154.32,722.31,592.34,8751.71,0.73,3237.2,SAV-11858,1543.72,96234.5,0.1288,Fully Funded,1693.48,Moderate Saver,DEBT-11858,5978.6,10660.83,0.0,0.0,0.0,16639.43,0.0167,CRED-11858,718,Occasional Late,0,0.24,Medium Risk,Moderate Risk,2,553.78,276.89,2023-02-09 00:00:00,1,1,High-Income High-Spenders
CUST-11859,20,18-24,Male,Bachelor'S,Self-Employed,Divorced,Tier 2,Management/Executive,2023-11-06,2.15,INC-11859,6885.95,82631.4,Freelance,Medium,Upper-Middle ($6k-$10k),EXP-11859,2072.42,945.11,662.49,395.08,454.66,490.73,402.68,5423.17,0.7876,1462.78,SAV-11859,1239.77,34796.49,0.18,Fully Funded,223.01,Healthy Saver,DEBT-11859,4339.93,0.0,12063.4,0.0,0.0,16403.33,0.0286,CRED-11859,777,On-Time,0,0.08,Low Risk,Low Risk,6,3625.06,604.18,2025-07-26 00:00:00,1,1,Financially Strong
CUST-11860,35,35-49,Male,Bachelor'S,Employed,Married,Tier 2,Healthcare,2021-04-18,4.7,INC-11860,5210.57,62526.84,Salary,Medium,Middle ($2.5k-$6k),EXP-11860,1510.11,909.52,388.39,180.24,292.89,333.29,276.11,3890.55,0.7467,1320.02,SAV-11860,635.77,42794.69,0.122,Fully Funded,684.25,Moderate Saver,DEBT-11860,7549.27,14752.36,22438.02,21400.43,239010.72,305150.8,0.7028,CRED-11860,664,Frequently Late,3,0.52,High Risk,Critical Risk,3,1494.5,498.17,2025-03-03 00:00:00,2,2,Debt-Burdened
CUST-11861,58,50-64,Female,Master'S,Employed,Single,Tier 1,Software/Tech,2018-10-04,7.24,INC-11861,10954.67,131456.04,Salary,Medium,High (>$10k),EXP-11861,3722.17,1744.55,708.35,548.27,479.72,643.22,401.36,8247.64,0.7529,2707.03,SAV-11861,2078.44,195983.66,0.1897,Fully Funded,628.59,Healthy Saver,DEBT-11861,10613.66,7470.89,0.0,29310.19,431592.41,478987.15,0.5247,CRED-11861,621,Occasional Late,2,0.78,High Risk,Critical Risk,5,1004.94,200.99,2023-12-11 00:00:00,4,2,Debt-Burdened
CUST-11862,31,25-34,Female,Bachelor'S,Employed,Single,Tier 2,Finance/Banking,2021-04-26,4.68,INC-11862,3706.46,44477.52,Salary,High,Middle ($2.5k-$6k),EXP-11862,1051.37,512.66,343.94,163.64,131.0,227.85,106.52,2536.98,0.6845,1169.48,SAV-11862,815.92,45827.08,0.2201,Fully Funded,353.56,Excellent Saver,DEBT-11862,4736.18,0.0,12670.27,0.0,0.0,17406.45,0.0564,CRED-11862,753,On-Time,0,0.11,Low Risk,Low Risk,3,1499.42,499.81,2024-05-27 00:00:00,3,3,Disciplined Savers
CUST-11863,48,35-49,Female,Master'S,Employed,Married,Tier 2,Management/Executive,2023-03-11,2.81,INC-11863,16064.7,192776.4,Salary,Medium,High (>$10k),EXP-11863,4223.33,1944.87,1007.71,1078.92,816.13,1033.34,877.36,10981.66,0.6836,5083.04,SAV-11863,3821.4,102086.35,0.2379,Fully Funded,1261.64,Excellent Saver,DEBT-11863,8816.17,0.0,0.0,33414.91,427465.54,469696.62,0.3509,CRED-11863,692,On-Time,0,0.47,Medium Risk,High Risk,5,4090.73,818.15,2025-06-10 00:00:00,2,2,Debt-Burdened
CUST-11864,44,35-49,Female,Bachelor'S,Employed,Married,Tier 3,Education,2018-03-15,7.8,INC-11864,7588.55,91062.6,Salary,High,Upper-Middle ($6k-$10k),EXP-11864,1510.52,1023.47,501.62,280.49,318.08,367.01,428.26,4429.45,0.5837,3159.1,SAV-11864,2550.1,271218.93,0.336,Fully Funded,609.0,Excellent Saver,DEBT-11864,0.0,10923.0,0.0,0.0,198415.25,209338.25,0.331,CRED-11864,735,Occasional Late,0,0.45,Medium Risk,Moderate Risk,4,525.87,131.47,2025-01-24 00:00:00,2,2,Debt-Burdened
CUST-11865,34,25-34,Male,Bachelor'S,Employed,Divorced,Tier 2,Finance/Banking,2018-05-20,7.62,INC-11865,7452.87,89434.44,Salary,Medium,Upper-Middle ($6k-$10k),EXP-11865,2130.52,1325.53,648.37,286.22,301.25,445.4,250.92,5388.21,0.723,2064.66,SAV-11865,1575.2,142864.13,0.2114,Fully Funded,489.46,Excellent Saver,DEBT-11865,0.0,20016.87,0.0,0.0,0.0,20016.87,0.0322,CRED-11865,745,On-Time,0,0.45,Medium Risk,Low Risk,5,3475.22,695.04,2025-11-27 00:00:00,3,3,Financially Strong
CUST-11866,72,65+,Male,Master'S,Retired,Single,Tier 1,Retired,2019-04-16,6.71,INC-11866,9854.68,118256.16,Pension/Government,High,Upper-Middle ($6k-$10k),EXP-11866,3018.89,1702.32,913.98,624.22,711.7,648.72,364.19,7984.02,0.8102,1870.66,SAV-11866,973.63,95379.75,0.0988,Fully Funded,897.03,Moderate Saver,DEBT-11866,16572.72,0.0,0.0,0.0,0.0,16572.72,0.0202,CRED-11866,666,Frequently Late,4,0.69,High Risk,Critical Risk,3,1504.71,501.57,2025-02-23 00:00:00,1,1,High-Income High-Spenders
CUST-11867,63,50-64,Male,High School,Unemployed,Married,Tier 1,Unemployed,2023-12-04,2.08,INC-11867,895.23,10742.76,Government Support,Low,Low (<$2.5k),EXP-11867,354.37,158.53,57.81,45.44,83.09,48.46,44.91,792.61,0.8854,102.62,SAV-11867,72.76,2403.91,0.0813,Partially Funded,29.86,Moderate Saver,DEBT-11867,0.0,9179.51,0.0,0.0,0.0,9179.51,0.123,CRED-11867,631,Frequently Late,1,0.77,High Risk,High Risk,6,1882.94,313.82,2025-04-14 00:00:00,1,1,Emerging Customers
CUST-11868,46,35-49,Female,Bachelor'S,Self-Employed,Single,Tier 1,Education,2023-06-19,2.54,INC-11868,6411.97,76943.64,Business,Low,Upper-Middle ($6k-$10k),EXP-11868,2458.85,1139.91,478.17,386.33,630.36,433.42,290.17,5817.21,0.9072,594.76,SAV-11868,420.56,15244.11,0.0656,Low,174.2,Moderate Saver,DEBT-11868,10304.33,10045.95,0.0,0.0,0.0,20350.28,0.0381,CRED-11868,701,On-Time,0,0.22,Medium Risk,Moderate Risk,5,1658.1,331.62,2025-01-21 00:00:00,1,1,Emerging Customers
