expense_id,customer_id,housing_expense,food_expense,transportation_expense,healthcare_expense,entertainment_expense,utilities_expense,other_expense,total_monthly_expense
EXP-14280,CUST-14280,2440.28,1021.02,505.48,256.2,640.0,555.25,229.94,5648.17
EXP-14281,CUST-14281,2216.02,1256.24,624.24,326.75,750.62,561.99,247.32,5983.17
EXP-14282,CUST-14282,2163.57,980.13,692.08,410.99,608.01,387.65,162.94,5405.38
EXP-14283,CUST-14283,2221.44,939.27,628.44,249.02,410.36,387.1,353.01,5188.64
EXP-14284,CUST-14284,2929.56,1888.06,1200.66,703.7,823.9,693.02,376.66,8615.56
EXP-14285,CUST-14285,784.76,618.68,244.15,113.21,263.65,227.04,90.13,2341.62
EXP-14286,CUST-14286,1503.44,698.53,544.08,255.76,439.81,323.19,130.47,3895.28
EXP-14287,CUST-14287,897.0,604.93,309.33,206.86,189.11,242.13,205.82,2655.17
EXP-14288,CUST-14288,2394.31,1252.34,492.9,431.03,570.13,455.9,322.86,5919.47
EXP-14289,CUST-14289,3622.99,1288.51,980.37,519.74,1103.22,627.7,620.34,8762.87
EXP-14290,CUST-14290,1704.35,762.97,335.92,281.9,310.81,339.21,121.95,3857.1
EXP-14291,CUST-14291,2209.05,1114.22,877.37,500.01,477.01,488.05,470.68,6136.4
EXP-14292,CUST-14292,2455.91,1193.8,418.19,287.51,706.58,487.59,175.68,5725.27
EXP-14293,CUST-14293,1706.41,887.21,613.84,294.07,508.24,421.5,161.87,4593.13
EXP-14294,CUST-14294,1580.65,1326.92,516.1,272.73,465.49,378.62,184.25,4724.76
EXP-14295,CUST-14295,1039.03,782.06,391.96,321.95,351.78,321.78,118.04,3326.61
EXP-14296,CUST-14296,966.25,398.05,174.43,135.81,274.55,212.64,92.52,2254.25
EXP-14297,CUST-14297,1736.69,905.22,425.96,188.48,602.67,365.49,138.78,4363.29
EXP-14298,CUST-14298,2480.63,981.25,487.71,391.77,361.52,312.81,300.4,5316.09
EXP-14299,CUST-14299,2844.41,1483.9,720.91,386.37,375.8,500.27,312.37,6624.04
EXP-14300,CUST-14300,1547.63,814.25,578.54,184.89,372.25,280.41,212.09,3990.07
EXP-14301,CUST-14301,1226.81,533.39,383.29,188.82,230.46,264.57,216.72,3044.05
EXP-14302,CUST-14302,985.31,710.3,313.74,176.29,206.71,256.39,144.44,2793.18
EXP-14303,CUST-14303,1508.23,660.05,362.86,312.07,267.78,301.63,146.39,3559.01
EXP-14304,CUST-14304,1990.11,1128.05,722.71,515.14,460.47,412.75,365.6,5594.81
EXP-14305,CUST-14305,973.69,565.57,315.08,256.31,348.12,225.58,137.61,2821.97
EXP-14306,CUST-14306,430.75,201.32,111.23,68.64,131.55,93.3,72.13,1108.92
EXP-14307,CUST-14307,1926.24,1313.48,784.8,451.56,507.14,549.31,206.53,5739.06
EXP-14308,CUST-14308,1896.56,846.63,494.98,201.75,435.93,282.95,258.13,4416.93
EXP-14309,CUST-14309,948.06,584.84,374.6,211.29,205.86,219.89,86.2,2630.75
EXP-14310,CUST-14310,2612.47,1264.61,445.23,474.77,421.87,398.34,327.36,5944.64
EXP-14311,CUST-14311,1685.15,826.73,552.67,299.26,213.74,303.16,227.45,4108.15
EXP-14312,CUST-14312,2308.92,889.39,708.64,459.42,708.99,463.13,394.66,5933.15
EXP-14313,CUST-14313,4007.37,1472.31,746.02,737.71,581.85,586.63,516.22,8648.1
EXP-14314,CUST-14314,1898.83,802.35,320.98,269.26,481.41,290.87,116.06,4179.76
EXP-14315,CUST-14315,1796.26,965.22,400.55,237.06,493.06,391.89,250.51,4534.55
EXP-14316,CUST-14316,1358.41,675.33,506.52,183.5,485.72,327.12,169.15,3705.73
EXP-14317,CUST-14317,2448.21,1019.95,509.35,203.46,596.78,324.47,352.47,5454.68
EXP-14318,CUST-14318,1556.97,803.86,521.22,278.88,439.96,266.44,229.07,4096.41
EXP-14319,CUST-14319,4227.61,1798.73,943.79,380.96,774.22,579.72,660.67,9365.7
EXP-14320,CUST-14320,1600.8,916.34,728.25,449.4,666.95,487.37,220.94,5070.05
EXP-14321,CUST-14321,372.05,191.96,95.55,92.62,128.05,91.04,34.78,1006.03
EXP-14322,CUST-14322,1499.51,538.75,250.97,267.72,326.98,293.04,160.09,3337.06
EXP-14323,CUST-14323,253.54,134.96,60.89,57.14,75.22,60.48,26.28,668.52
EXP-14324,CUST-14324,2507.06,1785.99,750.74,456.36,886.35,595.41,402.15,7384.07
EXP-14325,CUST-14325,318.38,182.97,100.85,36.29,108.37,62.61,24.52,834.0
EXP-14326,CUST-14326,2839.73,2067.01,972.82,588.35,580.24,705.28,296.61,8050.05
EXP-14327,CUST-14327,1393.47,627.42,343.62,240.64,242.76,222.11,173.77,3243.79
EXP-14328,CUST-14328,834.68,413.03,259.7,142.62,273.64,144.97,53.64,2122.27
EXP-14329,CUST-14329,1047.94,599.91,397.77,278.1,270.84,256.88,129.33,2980.77
EXP-14330,CUST-14330,1886.46,1066.98,609.24,212.78,415.07,343.27,209.03,4742.83
EXP-14331,CUST-14331,1922.67,964.7,558.02,425.96,641.01,322.3,196.93,5031.6
EXP-14332,CUST-14332,2149.66,1082.29,364.67,402.42,500.07,330.98,280.51,5110.59
EXP-14333,CUST-14333,2409.4,1518.72,832.54,399.34,416.72,443.88,280.34,6300.93
EXP-14334,CUST-14334,744.39,538.47,252.32,168.28,255.44,171.36,149.58,2279.84
EXP-14335,CUST-14335,1100.11,586.43,204.06,243.72,360.26,205.89,149.21,2849.68
EXP-14336,CUST-14336,1634.44,964.25,414.49,386.73,367.46,364.48,326.42,4458.27
EXP-14337,CUST-14337,1339.2,989.94,515.88,326.83,309.69,352.51,325.85,4159.91
EXP-14338,CUST-14338,1466.04,764.27,409.7,153.13,221.08,317.95,193.25,3525.43
EXP-14339,CUST-14339,629.87,336.92,187.16,144.56,203.8,191.04,62.02,1755.36
EXP-14340,CUST-14340,2500.12,1018.29,568.99,385.56,239.28,449.11,301.95,5463.31
EXP-14341,CUST-14341,1033.89,664.6,265.97,165.24,310.98,279.6,114.94,2835.22
EXP-14342,CUST-14342,3242.05,1429.13,670.46,415.09,1101.89,652.25,474.68,7985.55
EXP-14343,CUST-14343,2399.38,1263.3,646.21,349.62,364.67,437.18,474.42,5934.79
EXP-14344,CUST-14344,1980.97,1131.34,440.65,443.95,263.93,340.08,331.76,4932.69
EXP-14345,CUST-14345,2186.58,968.69,429.04,343.5,444.89,373.41,270.44,5016.55
EXP-14346,CUST-14346,754.08,565.5,235.39,172.97,280.28,191.64,150.21,2350.07
EXP-14347,CUST-14347,1376.95,929.64,519.75,364.83,603.31,408.01,258.49,4460.97
EXP-14348,CUST-14348,727.32,375.48,140.09,85.92,189.15,136.88,125.4,1780.24
EXP-14349,CUST-14349,602.65,227.43,158.59,92.25,120.49,74.57,90.06,1366.04
EXP-14350,CUST-14350,1346.51,453.65,209.41,201.03,156.17,171.09,201.43,2739.28
EXP-14351,CUST-14351,1590.08,878.88,397.68,275.83,639.83,413.2,187.41,4382.9
EXP-14352,CUST-14352,875.3,556.1,309.73,179.54,379.5,259.66,225.97,2785.81
EXP-14353,CUST-14353,3503.62,1314.17,728.67,453.88,870.96,512.61,394.61,7778.52
EXP-14354,CUST-14354,2048.46,953.58,570.98,498.55,671.97,419.1,303.01,5465.65
EXP-14355,CUST-14355,932.78,575.68,270.72,238.97,404.21,283.14,252.79,2958.28
EXP-14356,CUST-14356,568.72,241.18,174.21,73.32,174.38,117.03,80.99,1429.82
EXP-14357,CUST-14357,696.28,401.17,254.9,134.94,264.37,172.15,108.3,2032.12
EXP-14358,CUST-14358,532.73,275.8,143.51,93.07,142.56,83.0,44.51,1315.19
EXP-14359,CUST-14359,1564.27,684.5,516.48,328.35,317.52,265.94,111.99,3789.05
EXP-14360,CUST-14360,1270.77,673.98,345.04,226.02,236.07,271.34,84.32,3107.53
EXP-14361,CUST-14361,3850.81,1727.72,857.91,401.35,1356.98,874.68,371.02,9440.47
EXP-14362,CUST-14362,1471.28,764.31,313.8,295.75,277.24,334.15,231.97,3688.5
EXP-14363,CUST-14363,1788.58,809.39,364.3,263.66,261.23,309.68,154.13,3950.98
EXP-14364,CUST-14364,2204.03,868.98,648.19,366.59,304.64,476.54,149.16,5018.14
EXP-14365,CUST-14365,1844.41,1042.48,492.23,235.33,725.43,441.6,420.29,5201.77
EXP-14366,CUST-14366,1835.62,1184.74,565.91,608.18,741.41,646.35,229.06,5811.28
EXP-14367,CUST-14367,1289.63,685.84,237.81,152.91,386.31,282.27,221.25,3256.02
EXP-14368,CUST-14368,1439.98,559.37,355.79,270.07,383.14,264.92,88.53,3361.8
EXP-14369,CUST-14369,6818.54,2246.44,1766.06,1226.54,1835.78,883.17,772.04,15548.57
EXP-14370,CUST-14370,1484.2,820.17,462.41,223.77,373.78,296.37,134.66,3795.36
EXP-14371,CUST-14371,1990.11,1268.59,821.83,425.87,347.01,471.11,222.09,5546.62
EXP-14372,CUST-14372,820.68,688.32,382.29,257.78,431.54,285.38,122.65,2988.64
EXP-14373,CUST-14373,1251.33,880.27,340.57,343.45,312.33,338.1,199.68,3665.73
EXP-14374,CUST-14374,1722.27,1043.23,423.11,441.06,364.72,323.73,180.36,4498.48
EXP-14375,CUST-14375,2241.6,909.21,430.37,209.29,565.03,357.71,177.75,4890.95
EXP-14376,CUST-14376,906.89,504.25,193.3,164.8,199.36,150.71,186.35,2305.65
EXP-14377,CUST-14377,3415.57,1653.39,747.44,484.16,515.33,597.45,289.4,7702.74
EXP-14378,CUST-14378,392.14,258.8,143.01,71.07,113.13,100.27,54.6,1133.01
EXP-14379,CUST-14379,3360.15,1613.73,642.49,700.65,1065.23,598.75,444.74,8425.74
EXP-14380,CUST-14380,5119.89,1741.94,1298.44,736.41,515.15,778.66,460.65,10651.15
EXP-14381,CUST-14381,3067.25,1287.68,583.99,490.63,694.97,599.38,277.82,7001.72
EXP-14382,CUST-14382,1110.59,641.33,301.16,265.9,224.67,214.12,261.16,3018.93
EXP-14383,CUST-14383,2989.66,1404.64,669.72,305.84,453.02,577.54,222.51,6622.93
EXP-14384,CUST-14384,3904.84,1333.27,860.9,654.89,483.45,642.99,506.74,8387.07
EXP-14385,CUST-14385,816.36,583.41,318.48,191.34,326.1,169.52,76.9,2482.11
EXP-14386,CUST-14386,1075.78,807.33,402.45,146.04,327.15,286.76,262.0,3307.52
EXP-14387,CUST-14387,2145.48,991.06,536.55,447.72,392.82,387.58,248.67,5149.88
EXP-14388,CUST-14388,3720.76,1749.35,628.79,762.89,558.46,623.46,291.62,8335.33
EXP-14389,CUST-14389,1086.71,523.4,268.65,166.05,338.43,230.06,189.76,2803.07
EXP-14390,CUST-14390,1572.97,790.67,369.08,262.77,290.46,263.17,269.88,3819.0
EXP-14391,CUST-14391,2821.22,1139.24,507.61,426.45,404.1,639.53,280.79,6218.95
EXP-14392,CUST-14392,2696.73,1157.84,813.64,351.58,471.61,478.51,315.47,6285.38
EXP-14393,CUST-14393,462.97,234.85,152.12,105.52,115.34,87.13,42.4,1200.33
EXP-14394,CUST-14394,2414.02,1571.2,629.83,487.8,825.45,560.67,237.02,6725.99
EXP-14395,CUST-14395,2305.92,1236.66,596.28,297.55,558.37,496.4,423.88,5915.06
EXP-14396,CUST-14396,898.22,429.11,240.15,109.71,254.81,162.67,115.52,2210.19
EXP-14397,CUST-14397,1612.77,992.57,436.57,391.6,415.88,418.61,269.33,4537.33
EXP-14398,CUST-14398,4023.19,1665.51,932.6,611.65,671.42,646.55,300.35,8851.27
EXP-14399,CUST-14399,1075.08,641.7,248.8,161.1,189.68,187.24,168.53,2672.12
EXP-14400,CUST-14400,2733.64,1381.29,647.31,439.16,395.58,693.75,384.36,6675.1
EXP-14401,CUST-14401,1089.5,500.44,238.02,209.78,313.84,231.99,161.96,2745.53
EXP-14402,CUST-14402,194.55,127.8,76.79,46.14,58.93,41.57,20.0,565.78
EXP-14403,CUST-14403,1089.31,504.04,302.67,161.58,228.31,197.93,102.04,2585.87
EXP-14404,CUST-14404,2133.36,842.72,427.45,194.24,444.7,308.2,208.41,4559.07
EXP-14405,CUST-14405,292.81,132.6,73.19,52.79,68.76,56.44,40.91,717.49
EXP-14406,CUST-14406,670.28,331.05,199.18,112.98,157.08,154.14,55.33,1680.04
EXP-14407,CUST-14407,2247.78,1013.05,348.45,350.61,398.92,278.41,238.05,4875.27
EXP-14408,CUST-14408,781.85,317.08,135.27,94.26,135.74,132.21,110.67,1707.08
EXP-14409,CUST-14409,610.45,296.26,118.97,125.42,198.34,133.01,46.52,1528.97
EXP-14410,CUST-14410,1856.19,968.28,593.72,339.63,409.13,350.1,124.01,4641.05
EXP-14411,CUST-14411,1376.61,798.41,499.56,271.67,427.94,269.82,227.13,3871.14
EXP-14412,CUST-14412,1159.15,634.56,432.58,146.84,265.9,291.65,91.02,3021.71
EXP-14413,CUST-14413,1354.09,676.69,314.66,161.67,496.88,259.04,278.63,3541.67
EXP-14414,CUST-14414,1476.68,533.97,415.34,235.29,379.82,288.46,157.76,3487.31
EXP-14415,CUST-14415,2225.77,978.81,564.67,297.45,624.94,403.26,267.75,5362.66
EXP-14416,CUST-14416,1043.01,656.7,392.72,183.26,285.01,240.67,166.3,2967.66
EXP-14417,CUST-14417,3839.44,1620.84,856.42,374.2,781.48,727.72,417.65,8617.75
EXP-14418,CUST-14418,781.96,609.43,282.6,258.9,309.19,193.41,106.23,2541.73
EXP-14419,CUST-14419,1145.67,659.2,356.62,277.65,171.55,319.76,133.53,3063.97
EXP-14420,CUST-14420,1156.16,802.67,428.1,240.26,300.69,299.01,194.74,3421.62
EXP-14421,CUST-14421,2039.26,761.88,322.21,261.65,502.91,258.7,247.14,4393.75
EXP-14422,CUST-14422,1688.94,850.6,533.65,388.71,410.56,306.98,303.29,4482.73
EXP-14423,CUST-14423,1201.25,607.92,268.28,208.1,357.97,217.67,134.32,2995.52
EXP-14424,CUST-14424,2824.63,1524.95,937.2,709.7,1056.08,717.16,539.12,8308.83
EXP-14425,CUST-14425,1443.01,692.77,492.66,184.27,229.79,252.57,266.02,3561.09
EXP-14426,CUST-14426,2426.78,1011.95,801.5,415.42,638.3,435.7,156.81,5886.47
EXP-14427,CUST-14427,1346.88,790.87,473.7,276.92,363.26,281.13,177.43,3710.21
EXP-14428,CUST-14428,1520.33,959.24,535.58,187.72,599.86,317.96,168.77,4289.46
EXP-14429,CUST-14429,680.57,324.37,166.06,148.93,181.43,156.61,58.84,1716.82
EXP-14430,CUST-14430,3591.81,1730.17,1068.98,822.43,1004.57,760.88,633.98,9612.81
EXP-14431,CUST-14431,1907.93,791.56,425.78,216.12,220.11,442.04,240.88,4244.42
EXP-14432,CUST-14432,1229.49,691.93,233.79,235.93,348.34,263.35,90.19,3093.01
EXP-14433,CUST-14433,2399.18,1598.39,639.2,603.62,718.59,562.7,468.82,6990.51
EXP-14434,CUST-14434,2999.68,1125.1,573.45,444.8,345.94,577.92,219.74,6286.62
EXP-14435,CUST-14435,2595.33,1235.14,875.73,518.99,840.23,580.11,415.9,7061.43
EXP-14436,CUST-14436,2177.17,1598.4,799.45,550.06,611.32,481.41,223.91,6441.72
EXP-14437,CUST-14437,983.91,802.2,445.48,177.27,531.05,281.73,223.37,3445.03
EXP-14438,CUST-14438,1743.43,597.57,332.23,241.72,248.93,232.47,222.28,3618.63
EXP-14439,CUST-14439,1056.28,454.63,319.32,184.7,263.34,173.47,164.99,2616.71
EXP-14440,CUST-14440,4294.48,2293.08,1442.05,981.46,794.82,982.01,710.55,11498.46
EXP-14441,CUST-14441,1943.47,907.78,427.24,376.03,341.8,440.88,363.16,4800.37
EXP-14442,CUST-14442,2136.97,1570.27,747.38,486.17,637.56,630.16,216.64,6425.15
EXP-14443,CUST-14443,2655.51,1470.57,632.43,551.26,671.02,686.63,526.68,7194.1
EXP-14444,CUST-14444,1800.17,1244.11,568.76,314.83,309.17,529.87,251.72,5018.63
EXP-14445,CUST-14445,961.31,422.47,346.81,122.92,298.85,240.27,85.65,2478.28
EXP-14446,CUST-14446,1951.42,968.06,382.88,392.15,524.79,340.19,346.95,4906.45
EXP-14447,CUST-14447,1436.83,731.42,345.29,211.49,482.45,269.25,271.4,3748.12
EXP-14448,CUST-14448,2508.82,1184.2,735.73,266.21,564.85,470.25,368.13,6098.19
EXP-14449,CUST-14449,1078.89,522.98,216.74,181.37,257.86,198.65,122.32,2578.81
EXP-14450,CUST-14450,1207.34,476.73,254.56,117.21,399.72,203.19,81.63,2740.38
EXP-14451,CUST-14451,912.42,703.48,291.84,210.61,202.6,313.36,166.06,2800.36
EXP-14452,CUST-14452,1480.77,938.01,426.52,248.98,352.44,395.05,273.85,4115.62
EXP-14453,CUST-14453,2236.29,1154.02,494.24,466.71,506.29,352.33,344.55,5554.44
EXP-14454,CUST-14454,2197.97,1554.89,901.03,745.24,1104.62,665.08,657.26,7826.1
EXP-14455,CUST-14455,506.73,266.23,134.26,73.96,122.33,148.19,47.55,1299.26
EXP-14456,CUST-14456,1153.97,759.8,354.3,291.98,243.55,239.47,191.93,3234.99
EXP-14457,CUST-14457,1818.78,583.28,446.77,289.0,381.56,266.88,263.78,4050.03
EXP-14458,CUST-14458,2029.99,865.58,565.57,228.85,375.05,462.92,219.31,4747.27
EXP-14459,CUST-14459,2204.09,1342.32,607.78,393.24,608.44,495.24,423.85,6074.96
EXP-14460,CUST-14460,2071.22,1007.77,432.02,398.95,544.49,339.64,200.72,4994.81
EXP-14461,CUST-14461,996.44,578.06,311.73,159.12,386.67,233.19,120.47,2785.69
EXP-14462,CUST-14462,1031.52,507.2,272.58,217.76,360.99,223.09,86.97,2700.12
EXP-14463,CUST-14463,2952.62,1313.66,644.41,379.93,899.42,548.16,399.04,7137.24
EXP-14464,CUST-14464,1418.39,859.39,471.8,243.28,402.81,289.67,288.81,3974.15
EXP-14465,CUST-14465,1604.96,1024.37,355.29,247.88,360.79,363.06,294.77,4251.11
EXP-14466,CUST-14466,1821.38,910.38,540.25,246.02,428.69,423.11,371.46,4741.3
EXP-14467,CUST-14467,1806.2,1117.81,762.97,371.83,496.87,464.8,324.5,5344.97
EXP-14468,CUST-14468,877.45,586.36,226.28,255.98,247.21,224.84,162.34,2580.46
EXP-14469,CUST-14469,2656.09,936.98,480.26,418.5,520.63,418.56,431.66,5862.68
EXP-14470,CUST-14470,1167.11,911.25,416.61,252.31,453.79,342.34,314.31,3857.72
EXP-14471,CUST-14471,931.28,449.24,190.91,211.97,207.5,244.44,117.45,2352.8
EXP-14472,CUST-14472,1912.17,740.38,454.98,246.65,337.36,358.78,327.41,4377.73
EXP-14473,CUST-14473,410.88,212.96,118.41,75.49,123.43,88.01,28.02,1057.2
EXP-14474,CUST-14474,1926.48,1019.99,387.93,237.98,471.02,447.97,133.77,4625.13
EXP-14475,CUST-14475,356.58,198.53,111.58,42.58,116.14,81.35,47.82,954.59
EXP-14476,CUST-14476,457.94,232.14,105.29,105.45,166.67,113.32,71.8,1252.61
EXP-14477,CUST-14477,1655.15,1031.46,413.52,385.52,302.39,475.46,368.54,4632.04
EXP-14478,CUST-14478,549.26,309.32,187.27,72.21,147.74,133.25,89.93,1488.98
EXP-14479,CUST-14479,1607.9,848.9,517.6,241.12,520.49,295.98,187.87,4219.86
EXP-14480,CUST-14480,3368.73,1313.89,534.05,473.88,545.97,419.53,171.11,6827.17
EXP-14481,CUST-14481,1638.29,535.42,354.45,222.08,195.76,219.34,91.19,3256.54
EXP-14482,CUST-14482,2361.86,1538.1,811.89,619.89,794.18,645.65,509.68,7281.26
EXP-14483,CUST-14483,3191.26,1126.76,577.77,286.04,603.2,641.67,500.23,6926.93
EXP-14484,CUST-14484,1733.34,1015.83,414.12,192.83,531.27,289.02,258.76,4435.17
EXP-14485,CUST-14485,1286.85,775.83,461.63,234.73,418.56,395.7,185.65,3758.94
EXP-14486,CUST-14486,262.93,119.43,70.1,30.0,58.57,49.24,39.53,629.79
EXP-14487,CUST-14487,1005.74,430.33,220.73,157.53,283.89,200.18,148.64,2447.03
EXP-14488,CUST-14488,1272.95,570.61,244.89,201.08,232.5,204.9,183.12,2910.06
EXP-14489,CUST-14489,1152.9,707.24,369.22,202.64,418.9,229.72,179.91,3260.54
EXP-14490,CUST-14490,1635.44,891.54,321.26,316.74,427.46,346.79,208.35,4147.58
EXP-14491,CUST-14491,2459.2,1815.61,1075.46,546.0,411.11,556.66,228.59,7092.62
EXP-14492,CUST-14492,2828.6,1021.98,475.93,227.16,574.88,491.48,256.51,5876.54
EXP-14493,CUST-14493,1702.04,752.11,488.19,157.97,266.78,338.86,285.24,3991.19
EXP-14494,CUST-14494,3601.72,1905.91,948.28,432.06,480.91,767.74,662.73,8799.37
EXP-14495,CUST-14495,2356.94,1391.26,919.07,338.41,387.68,505.28,550.76,6449.41
EXP-14496,CUST-14496,3262.89,1623.45,1204.42,382.34,959.0,853.63,703.73,8989.46
EXP-14497,CUST-14497,1275.07,855.42,341.13,217.54,324.23,302.52,255.29,3571.19
EXP-14498,CUST-14498,323.04,192.29,92.74,52.48,123.89,65.17,41.34,890.94
EXP-14499,CUST-14499,392.29,143.32,113.02,77.17,104.78,58.33,45.41,934.32
EXP-14500,CUST-14500,1741.22,1033.81,441.42,220.79,271.58,421.24,294.64,4424.71
EXP-14501,CUST-14501,1699.44,854.03,455.61,205.96,559.93,297.33,296.65,4368.94
EXP-14502,CUST-14502,2089.79,894.26,697.09,473.91,526.74,358.77,190.79,5231.35
EXP-14503,CUST-14503,2002.1,674.68,312.13,229.66,192.02,263.88,286.08,3960.57
EXP-14504,CUST-14504,1289.55,858.11,521.93,386.06,427.85,356.56,269.09,4109.14
EXP-14505,CUST-14505,875.08,730.7,404.65,181.91,272.91,296.92,244.4,3006.56
EXP-14506,CUST-14506,150.0,100.0,54.89,35.5,53.07,44.42,30.72,468.6
EXP-14507,CUST-14507,1959.25,1046.73,542.5,408.88,751.28,506.72,165.72,5381.07
EXP-14508,CUST-14508,3297.85,1168.08,715.83,265.68,414.53,451.32,419.43,6732.72
EXP-14509,CUST-14509,1521.5,742.36,491.29,193.71,559.94,276.31,186.33,3971.44
EXP-14510,CUST-14510,2650.69,1375.27,853.23,338.9,702.28,570.51,302.82,6793.71
EXP-14511,CUST-14511,2688.13,1379.53,655.93,478.77,816.91,623.86,351.15,6994.28
EXP-14512,CUST-14512,3285.21,1564.96,936.66,633.19,1044.75,603.25,519.96,8587.99
EXP-14513,CUST-14513,5144.68,2132.8,1396.73,428.19,777.08,893.76,565.03,11338.27
EXP-14514,CUST-14514,1079.94,551.79,348.82,116.91,230.13,253.22,187.99,2768.81
EXP-14515,CUST-14515,398.43,175.91,74.89,66.76,115.8,86.71,61.67,980.17
EXP-14516,CUST-14516,608.87,492.98,180.1,188.46,261.26,177.5,85.64,1994.81
EXP-14517,CUST-14517,1085.07,657.23,241.5,148.37,303.88,270.36,166.04,2872.45
EXP-14518,CUST-14518,1457.09,858.09,443.12,320.09,590.65,397.28,286.22,4352.54
EXP-14519,CUST-14519,1596.2,538.37,391.8,127.67,191.07,248.5,181.62,3275.22
EXP-14520,CUST-14520,2476.04,1246.6,736.42,262.97,520.36,343.62,408.59,5994.6
EXP-14521,CUST-14521,1189.86,500.99,247.51,117.84,288.61,193.8,148.38,2686.99
EXP-14522,CUST-14522,476.83,233.88,123.86,63.43,76.74,122.65,67.14,1164.52
EXP-14523,CUST-14523,377.71,203.26,97.05,42.71,70.39,76.35,56.87,924.35
EXP-14524,CUST-14524,1482.28,953.03,553.76,255.94,568.02,356.35,134.6,4303.98
EXP-14525,CUST-14525,1031.65,340.0,229.88,158.64,116.34,132.71,109.12,2118.34
EXP-14526,CUST-14526,702.83,469.68,239.7,163.53,123.62,241.44,121.91,2062.71
EXP-14527,CUST-14527,1136.04,1012.67,604.69,370.13,515.52,306.4,274.02,4219.47
EXP-14528,CUST-14528,2856.67,1362.56,575.11,332.69,690.5,374.16,160.34,6352.02
EXP-14529,CUST-14529,1322.1,616.29,213.52,179.09,328.38,229.25,76.71,2965.35
EXP-14530,CUST-14530,1140.23,751.13,548.03,397.43,586.87,393.0,227.02,4043.71
EXP-14531,CUST-14531,1467.18,879.92,306.76,326.43,440.85,291.4,233.79,3946.34
EXP-14532,CUST-14532,1908.41,653.24,321.06,275.55,403.15,356.71,140.53,4058.65
EXP-14533,CUST-14533,1335.61,884.09,611.55,404.24,565.87,342.71,310.83,4454.91
EXP-14534,CUST-14534,826.03,534.53,325.22,213.28,163.96,239.02,179.52,2481.57
EXP-14535,CUST-14535,2853.91,947.57,579.62,285.2,612.94,414.76,163.01,5857.02
EXP-14536,CUST-14536,1707.67,771.62,428.3,290.25,459.05,286.66,308.17,4251.73
EXP-14537,CUST-14537,680.68,440.35,240.14,124.63,193.5,214.87,162.01,2056.17
EXP-14538,CUST-14538,3024.07,1348.82,445.32,454.86,494.14,493.33,448.71,6709.25
EXP-14539,CUST-14539,1337.12,868.49,425.65,258.98,423.09,273.07,298.63,3885.03
EXP-14540,CUST-14540,1676.58,559.52,247.26,241.82,238.0,245.14,236.8,3445.12
EXP-14541,CUST-14541,862.24,533.13,215.84,129.52,318.05,182.99,205.93,2447.71
EXP-14542,CUST-14542,2709.23,1530.52,1061.61,424.46,571.69,561.53,250.62,7109.66
EXP-14543,CUST-14543,3432.72,1815.0,1125.01,773.71,702.44,612.28,629.51,9090.68
EXP-14544,CUST-14544,404.39,248.61,195.33,125.2,147.33,104.64,47.37,1272.86
EXP-14545,CUST-14545,909.66,642.46,261.68,183.26,325.51,211.27,141.59,2675.43
EXP-14546,CUST-14546,1258.78,627.8,358.39,194.36,298.44,279.8,104.51,3122.08
EXP-14547,CUST-14547,1236.14,500.61,317.92,241.83,326.1,279.99,206.3,3108.9
EXP-14548,CUST-14548,830.74,403.96,261.22,189.77,222.8,219.42,163.55,2291.46
EXP-14549,CUST-14549,1537.42,1110.74,396.46,327.93,480.91,382.1,322.03,4557.6
EXP-14550,CUST-14550,2478.89,985.55,659.1,313.31,661.0,411.24,334.25,5843.33
EXP-14551,CUST-14551,3995.78,1834.24,742.72,438.11,811.53,791.87,718.8,9333.05
EXP-14552,CUST-14552,2054.18,820.78,391.69,226.35,396.44,308.3,335.62,4533.36
EXP-14553,CUST-14553,1471.67,798.52,608.58,346.26,523.79,288.3,180.48,4217.6
EXP-14554,CUST-14554,2010.35,993.09,482.29,236.11,428.91,324.05,145.04,4619.84
EXP-14555,CUST-14555,840.74,446.74,329.8,108.6,172.15,209.7,111.51,2219.24
EXP-14556,CUST-14556,3535.58,1759.85,880.25,403.93,529.91,639.91,248.22,7997.65
EXP-14557,CUST-14557,1066.12,498.95,246.02,166.03,216.11,229.32,164.98,2587.53
EXP-14558,CUST-14558,2600.27,1203.47,511.06,447.88,645.84,478.05,492.07,6378.64
EXP-14559,CUST-14559,2380.47,1477.33,611.07,604.31,875.6,552.76,466.09,6967.63
EXP-14560,CUST-14560,1203.18,820.61,307.95,286.38,469.63,241.53,214.71,3543.99
EXP-14561,CUST-14561,1308.65,567.29,387.5,123.46,303.84,196.44,175.96,3063.13
EXP-14562,CUST-14562,1735.42,594.62,284.82,313.76,266.15,307.2,107.4,3609.37
EXP-14563,CUST-14563,3799.53,1633.8,575.63,432.55,989.99,563.8,468.75,8464.06
EXP-14564,CUST-14564,1163.92,859.25,481.32,326.07,348.72,344.6,205.73,3729.59
EXP-14565,CUST-14565,1085.28,539.27,257.86,124.49,323.82,165.65,124.68,2621.06
EXP-14566,CUST-14566,2528.95,1384.59,727.29,451.68,417.15,401.04,383.62,6294.33
EXP-14567,CUST-14567,1828.03,1657.28,836.4,368.7,585.26,648.02,298.28,6221.96
EXP-14568,CUST-14568,3095.58,1176.58,866.01,387.59,598.69,495.03,450.18,7069.66
